category		contribution	contribution	contribution	strengths	strengths	strengths	weakness	weakness	weakness	reproducibility	reproducibility	reproducibility	detailed	detailed	detailed	justification	justification	justification
510-Paper0987	Prediction of Cognitive Scores by Joint Use of Movie-watching fMRI Connectivity and Eye Tracking via Attention-CensNet	42	29	83	44	71	41	68	38	93	12	11	28	62	49	294	8	34	68
511-Paper2495	Prediction of Infant Cognitive Development with Cortical Surface-based Multimodal Learning	49	55	31	74	21	58	41	46	29	11	8	5	81	151	104	31	13	99
512-Paper3691	Pre-operative Survival Prediction of Diffuse Glioma Patients with Joint Tumor Subtyping	45	12	83	10	50	98	19	48	60	26	3	10	21	29	170	33	5	18
513-Paper0246	Pre-trained Diffusion Models for Plug-and-Play Medical Image Enhancement	61	53	78	31	40	44	59	95	52	18	8	2	169	116	205	45	18	25
514-Paper2788	Prior-driven Dynamic Brain Networks for Multi-Modal Emotion Recognition	48	29	35	21	18	17	8	6	42	7	12	66	61	47	28	6	7	16
515-Paper0926	Privacy-preserving Early Detection of Epileptic Seizures in Videos	51	79	35	37	65	63	149	259	18	8	32	9	11	312	4	37	52	2
516-Paper3018	Probabilistic Modeling Ensemble Vision Transformer Improves Complex Polyp Segmentation	99	26	42	11	23	28	37	23	42	17	1	8	4	88	43	27	5	23
517-Paper1653	Progressive Attention Guidance for Whole Slide Vulvovaginal Candidiasis Screening	95	46	94	61	34	56	60	76	59	42	9	115	192	12	87	34	5	42
518-Paper1058	Progressively Coupling Network for Brain MRI Registration in Few-shot Situation	31	67	49	33	60	47	88	45	119	22	32	18	60	104	10	32	26	33
519-Paper2123	Prompt-based Grouping Transformer for Nucleus Detection and Classification	33	28	115	12	33	81	205	19	86	20	27	11	112	98	60	25	23	97
520-Paper2450	Prompt-MIL: Boosting Multi-Instance Learning Schemes via Task-specific Prompt Tuning	36	116	44	31	31	70	290	87	18	20	13	27	5	57	143	63	22	50
521-Paper2734	PROnet: Point Refinement using Shape-guided Offset Map for Nuclei Instance Segmentation	87	106	135	32	16	170	161	30	170	11	56	30	229	349	117	42	12	102
522-Paper2474	ProtoASNet: Dynamic Prototypes for Inherently Interpretable and Uncertainty-Aware Aortic Stenosis Classification in Echocardiography	41	52	51	72	30	154	32	14	86	41	26	97	170	54	385	54	31	58
523-Paper0935	Punctate White Matter Lesion Segmentation in Preterm Infants Powered by Counterfactually Generative Learning	127	127	52	138	349	61	63	346	58	49	2	9	706	7	23	37	35	34
524-Paper0839	QCResUNet: Joint Subject-level and Voxel-level Prediction of Segmentation Quality	95	103	69	145	62	101	424	128	26	18	18	20	242	120	41	42	26	50
525-Paper1244	Radiomics-Informed Deep Learning for Classification of Atrial Fibrillation Sub-Types from Left-Atrium CT Volumes	97	73	67	71	50	25	48	134	52	1	12	6	60	32	131	39	23	2
526-Paper1582	Rad-ReStruct: A Novel VQA Benchmark and Method for Structured Radiology Reporting	52	56	58	96	55	130	83	98	224	1	38	25	26	148	224	14	23	64
527-Paper0772	RBGNet: Reliable Boundary-Guided Segmentation of Choroidal Neovascularization	58	56	80	83	96	56	74	47	251	108	36	62	135	51	346	86	32	140
528-Paper2443	RCS-YOLO: A Fast and High-Accuracy Object Detector for Brain Tumor Detection	22	27	76	13	39	102	24	132	73	4	31	11	17	38	63	17	14	20
529-Paper2431	Realistic endoscopic illumination modeling for NeRF-based data generation	80	76	58	93	26	21	61	72	153	11	18	34	27	113	19	36	63	12
530-Paper1508	Reconstructing the Hemodynamic Response Function via a Bimodal Transformer	49	80	27	65	72	12	52	92	21	1	35	6	437	114	53	17	69	35
531-Paper1978	Recruiting the best teacher modality: A customized knowledge distillation method for IF based nephropathy diagnosis	68	81	30	96	47	37	204	146	25	23	25	20	6	131	67	29	11	56
532-Paper0567	Rectifying Noisy Labels with Sequential Prior: Multi-Scale Temporal Feature Affinity Learning for Robust Video Segmentation	48	25	54	28	26	46	187	138	234	9	5	9	187	27	50	47	71	25
533-Paper3264	Reflectance Mode Fluorescence Optical Tomography with Consumer-Grade Cameras	45	73		83	37		409	54		183	58		148	263		43	54	
534-Paper0923	Regressing Simulation to Real: Unsupervised Domain Adaptation for Automated Quality Assessment in Transoesophageal Echocardiography	26	27	35	46	29	35	160	156	16	12	4	9	2	50	99	2	17	33
535-Paper2119	Regular SE(3) Group Convolutions for Volumetric Medical Image Analysis	13	36	80	22	21	48	40	221	42	1	44	11	25	2	418	6	2	22
536-Paper1699	Regularized Kelvinlet Functions to Model Linear Elasticity for Image-to-Physical Registration of the Breast	20	60	81	109	128	38	82	105	60	1	34	14	51	34	127	44	11	40
537-Paper1155	Relaxation-Diffusion Spectrum Imaging for Probing Tissue Microarchitecture	52	46	86	78	26	40	93	80	38	7	8	33	115	456	190	22	54	132
538-Paper0238	Reliable Multimodality Eye Disease Screening via Mixture of Student's t Distributions	30	59	73	28	115	88	23	78	225	21	61	26	185	89	21	19	62	7
539-Paper1862	Representation, Alignment, Fusion: A Generic Transformer-based Framework for Multi-modal Glaucoma Recognition	91	19	49	299	60	39	225	106	11	90	17	3	355	116	10	133	42	6
540-Paper2936	RESToring Clarity: Unpaired Retina Image Enhancement using Scattering Transform	65	49	59	12	39	33	121	167	91	1	10	10	29	112	13	12	23	8
541-Paper1654	Rethinking Semi-Supervised Federated Learning: How to co-train fully-labeled and fully-unlabeled client imaging data	80	33	53	109	25	44	153	41	258	14	3	12	57	2	92	59	8	118
542-Paper1016	Retinal Age Estimation with Temporal Fundus Images Enhanced Progressive Label Distribution Learning	30	49	53	49	66	14	62	58	22	44	15	13	50	144	38	63	50	16
543-Paper0184	Retinal Thickness Prediction from Multi-modal Fundus Photography	30	47	22	67	43	44	110	59	57	6	11	12	10	203	87	25	28	11
544-Paper2359	Reveal to Revise: An Explainable AI Life Cycle for Iterative Bias Correction of Deep Models	86	106	14	81	51	27	217	356	37	29	29	18	305	197	50	29	94	13
545-Paper0469	Revealing Anatomical Structures in PET to Generate CT for Attenuation Correction	42	22	93	33	27	28	169	31	29	1	21	10	9	60	189	48	10	12
546-Paper1360	Reversing the Abnormal: Pseudo-Healthy Generative Networks for Anomaly Detection	150	73	46	61	157	38	273	205	16	33	28	9	9	8	42	18	69	66
547-Paper0548	Revisiting Distillation for Continual Learning on Visual Question Localized-Answering in Robotic Surgery	40	107	97	15	57	111	340	152	142	28	13	23	86	158	584	26	23	8
548-Paper2275	Revisiting Feature Propagation and Aggregation in Polyp Segmentation	112	37	97	65	40	123	182	53	76	17	26	18	86	68	220	66	34	42
549-Paper1540	Revolutionizing Space Health (Swin-FSR): Advancing Super-Resolution of Fundus Images for SANS Visual Assessment Technology	76	85	60	24	88	35	35	84	54	7	7	25	233	132	205	33	103	27
550-Paper1670	Right for the Wrong Reason: Can Interpretable ML Techniques Detect Spurious Correlations?	126	37	44	66	46	32	136	69	58	2	3	6	275	38	449	22	14	62
551-Paper3152	Robust and Generalisable Segmentation of Subtle Epilepsy-causing Lesions: a Graph Convolutional Approach	24	23	30	11	18	15	108	36	53	29	13	24	49	5	53	63	14	4
552-Paper2082	Robust Cervical Abnormal Cell Detection via Distillation from Local-scale Consistency Refinement	45	150	62	42	37	42	11	235	165	5	83	8	11	235	99	109	166	18
553-Paper1184	Robust estimation of the microstructure of the early developing brain using deep learning	37	98	109	51	37	142	40	187	220	8	8	12	293	5	83	24	7	57
554-Paper0461	Robust Exclusive Adaptive Sparse Feature Selection for Biomarker Discovery and Early Diagnosis of Neuropsychiatric Systemic Lupus Erythematosus	116	53	59	29	49	35	50	54	84	25	29	4	915	87	29	30	13	14
555-Paper0358	Robust Hough and Spatial-To-Angular Transform Based Rotation Estimation for Orthopedic X-Ray Images	20	17	41	20	4	55	54	8	66	7	9	26	27	24	99	7	10	20
556-Paper0354	Robust Segmentation via Topology Violation Detection and Feature Synthesis	15	41	59	24	65	55	161	57	90	3	16	12	2	21	74	28	21	35
557-Paper2813	Robust T-Loss for Medical Image Segmentation	110	57	73	51	52	86	126	88	153	37	17	49	88	339	111	38	59	52
558-Paper2279	Robust vertebra identification using simultaneous node and edge predicting Graph Neural Networks	52	109	81	23	165	45	41	160	42	18	32	79	30	80	247	35	41	35
559-Paper0318	S2ME: Spatial-Spectral Mutual Teaching and Ensemble Learning for Scribble-supervised Polyp Segmentation	94	32	29	132	30	35	27	85	124	28	11	10	147	96	137	19	15	25
560-Paper2838	S3M: Scalable Statistical Shape Modeling through Unsupervised Correspondences	22	31	86	2	33	31	19	24	22	6	5	22	300	94	140	19	30	11
561-Paper0472	SAMConvex: Fast Discrete Optimization for CT Registration using Self-supervised Anatomical Embedding and Correlation Pyramid	22	44	41	15	20	68	74	234	203	17	18	7	11	10	41	22	33	28
562-Paper0344	SATTA: Semantic-Aware Test-Time Adaptation for Cross-Domain Medical Image Segmentation	83	40	103	82	20	34	27	21	109	4	8	7	29	29	106	30	25	1
563-Paper1263	Scale Federated Learning for Label Set Mismatch in Medical Image Classification	68	59		36	60		43	62		7	11		43	33		31	48	
564-Paper2366	Scale-aware Test-time Click Adaptation for Pulmonary Nodule and Mass Segmentation	109	79	79	348	30	67	277	23	232	211	9	31	541	47	281	107	19	74
565-Paper2551	Scaling Up 3D Kernels with Bayesian Frequency Re-Parameterization for Medical Image Segmentation	44	102	61	22	88	9	17	144	13	22	104	1	272	141	54	11	75	48
566-Paper1923	SCOL: Supervised Contrastive Ordinal Loss for Abdominal Aortic Calcification Scoring on Vertebral Fracture Assessment Scans	40	66	70	27	69	96	54	104	85	19	14	25	41	154	158	45	34	31
567-Paper2625	Scribble-based 3D Multiple Abdominal Organ Segmentation via Triple-branch Multi-dilated Network with Pixel- and Class-wise Consistency	77	66	92	80	25	64	68	107	99	16	4	15	41	47	620	50	31	36
568-Paper0185	Second-course Esophageal Gross Tumor Volume Segmentation in CT with Prior Anatomical and Radiotherapy Information	63	38	96	131	15	59	335	26	102	14	13	86	4	16	202	45	30	67
569-Paper0392	SEDSkill: Surgical Events Driven Method for Skill Assessment from Thoracoscopic Surgical Videos	60	125	47	142	35	94	190	74	186	11	19	76	47	31	143	17	35	51
570-Paper0954	Segment Membranes and Nuclei from Histopathological Images via Nuclei Point-level Supervision	81	71	33	32	13	30	249	35	18	47	14	1	28	25	61	36	3	5
571-Paper2453	Segmentation Distortion: Quantifying Segmentation Uncertainty under Domain Shift via the Effects of Anomalous Activations	85	80	40	124	55	57	83	163	70	24	23	13	256	51	41	67	19	37
572-Paper2085	Segmentation of Kidney Tumors on Non-Contrast CT Images using Protuberance Detection Network	82	100	103	82	61	35	49	85	31	19	52	26	161	38	565	16	42	22
573-Paper0544	SegmentOR: Obtaining Efficient Operating Room Semantics Through Temporal Propagation	103	85	23	107	49	36	28	140	121	14	8	12	235	26	4	40	6	18
574-Paper0584	SegNetr: Rethinking the local-global interactions and skip connections in U-shaped networks	81	63	27	31	91	31	26	9	31	25	6	24	360	13	59	154	90	37
575-Paper0399	Self- and Semi-Supervised Learning for Gastroscopic Lesion Detection	86	72	59	212	12	33	73	22	38	58	9	18	88	59	184	60	11	74
576-Paper3009	Self-adaptive Adversarial Training for Robust Medical Segmentation	91	33	37	84	23	28	67	56	220	16	6	59	120	16	4	37	22	58
577-Paper0503	Self-aware and Cross-sample Prototypical Learning for Semi-supervised Medical Image Segmentation	20	33	58	33	23	47	19	72	58	14	1	66	157	4	185	12	19	41
578-Paper3102	Self-distillation for surgical action recognition	79	71	68	54	64	68	199	22	137	2	14	30	19	133	97	22	49	66
579-Paper1544	Self-feedback Transformer: A Multi-label Diagnostic Model for Real-world Pancreatic Neuroendocrine Neoplasms Data	43	26	55	42	22	56	19	156	209	5	20	18	59	2	67	14	61	33
580-Paper1619	Self-pruning Graph Neural Network for Predicting Inflammatory Disease Activity in Multiple Sclerosis from Brain MR Images	50	51		32	104		255	60		17	21		96	29		14	32	
581-Paper1357	Self-supervised dense representation learning for live-cell microscopy with time arrow prediction	15	27	40	43	74	40	43	8	35	10	1	24	12	236	69	4	16	21
582-Paper2757	Self-Supervised Domain Adaptive Segmentation of Breast Cancer via Test-Time Fine-Tuning	35	47	26	43	45	107	74	164	240	19	9	18	27	35	19	25	18	87
583-Paper2074	Self-Supervised Learning for Endoscopic Video Analysis	32	65	34	68	38	47	187	89	51	17	22	24	15	109	105	10	60	17
584-Paper1517	Self-Supervised Learning for Physiologically-Based Pharmacokinetic Modeling in Dynamic PET	47	22	70	41	27	53	160	35	30	12	1	3	126	34	219	26	8	41
585-Paper2363	Self-supervised learning via inter-modal reconstruction and feature projection networks for label-efficient 3D-to-2D segmentation	32	59	57	43	33	38	76	28	48	28	23	26	33	45	194	16	6	19
586-Paper3131	Self-Supervised MRI Reconstruction with Unrolled Diffusion Models	23	69	32	24	101	66	22	8	347	24	7	52	91	52	25	12	40	28
587-Paper2144	Self-Supervised Polyp Re-Identification in Colonoscopy	56	52	66	22	54	75	19	311	25	49	28	44	60	203	226	20	50	58
588-Paper3443	Self-supervised Sim-to-Real Kinematics Reconstruction for Video-based Assessment of Intraoperative Suturing Skills	49	34	30	146	72	133	46	91	102	13	15	46	37	56	65	9	38	38
589-Paper0452	Semantic difference guidance for the uncertain boundary segmentation of CT left atrial appendage	33	33	86	39	13	105	24	53	494	15	10	30	257	85	432	40	11	92
590-Paper3070	Semantic segmentation of surgical hyperspectral images under geometric domain shifts	50	51	16	47	69	15	43	73	23	21	30	6	55	2	44	41	37	4
591-Paper2069	Semantic Virtual Shadows (SVS) for Improved Perception in 4D OCT Guided Surgery	31	117	127	31	96	222	126	105	19	27	196	13	161	135	305	33	49	11
592-Paper1965	Semi-supervised Class Imbalanced Deep Learning for Cardiac MRI Segmentation	78	42	36	83	41	47	171	54	43	51	12	13	141	9	37	50	24	41
593-Paper1041	Semi-supervised Domain Adaptive Medical Image Segmentation through Consistency Regularized Disentangled Contrastive Learning	54	88	57	132	45	44	169	237	173	13	30	5	394	5	2	102	30	19
594-Paper1180	Semi-supervised Pathological Image Segmentation via Cross Distillation of Multiple Attentions	83	75	35	52	61	14	276	57	140	61	11	2	152	4	22	59	39	23
595-Paper1345	SENDD: Sparse Efficient Neural Depth and Deformation for Tissue Tracking	127	52	163	100	41	98	134	356	57	43	22	21	96	321	13	33	20	18
596-Paper0388	SFusion: Self-attention based N-to-One Multimodal Fusion Block	167	66	39	99	94	15	73	52	44	13	13	10	77	119	45	60	42	59
597-Paper1406	Shape-Aware 3D Small Vessel Segmentation with Local Contrast Guided Attention	60	91	37	84	193	33	100	137	214	39	37	1	155	213	9	44	50	27
598-Paper2329	Shape-based pose estimation for automatic standard views of the knee	73	147	59	121	171	66	115	94	18	25	17	25	596	148	20	57	18	51
599-Paper0495	Shifting More Attention to Breast Lesion Segmentation in Ultrasound Videos	34	51	49	18	67	34	124	90	58	1	8	9	7	164	62	21	26	6
600-Paper0202	SHISRCNet: Super-resolution And Classification Network For Low-resolution Breast Cancer Histopathology Image	22	30	55	66	35	43	58	47	68	18	5	16	19	41	256	7	14	44
601-Paper2245	SimPLe: Similarity-Aware Propagation Learning for Weakly-Supervised Breast Cancer Segmentation in DCE-MRI	62	87	22	62	98	20	233	80	448	19	17	26	14	205	18	16	33	2
602-Paper0626	Simulation of Arbitrary Level Contrast Dose in MRI Using an Iterative Global Transformer Model	44	136	67	48	61	98	95	258	5	36	31	35	339	37	106	46	33	11
603-Paper2313	Simulation-based parameter optimization for fetal brain MRI super-resolution reconstruction	44	30	29	117	17	11	18	25	13	9	1	1	134	110	46	14	2	34
604-Paper1199	Single-subject Multi-contrast MRI Super-resolution via Implicit Neural Representations	23	41	54	49	55	49	112	324	137	8	13	29	12	7	17	27	55	20
605-Paper1748	Skin Lesion Correspondence Localization in Total Body Photography	34	59	82	74	32	102	21	119	236	19	21	40	150	21	106	30	71	56
606-Paper1447	SLPD: Slide-level Prototypical Distillation for WSIs	79	119	35	71	109	42	137	89	220	11	32	21	93	259	10	37	48	22
607-Paper0397	SLPT: Selective Labeling Meets Prompt Tuning on Label-Limited Lesion Segmentation	54	92	98	113	66	98	401	145	107	67	19	66	329	163	121	47	32	22
608-Paper1385	Smooth Attention for Deep Multiple Instance Learning: Application to CT Intracranial Hemorrhage Detection	92	78	80	116	40	50	41	155	85	23	19	38	139	201	4	58	29	70
609-Paper1777	SMRD: SURE-based Robust MRI Reconstruction with Diffusion Models	68	55	35	50	20	43	41	14	15	36	30	3	347	128	17	36	128	17
610-Paper1007	Soft-tissue Driven Craniomaxillofacial Surgical Planning	25	65	34	69	88	28	20	196	24	18	19	6	96	141	66	17	15	37
611-Paper3696	Solving Low-Dose CT Reconstruction via GAN with Local Coherence	88	44	33	78	54	25	120	112	119	35	8	4	70	74	18	46	69	45
612-Paper0985	Source-Free Domain Adaptation for Medical Image Segmentation via Prototype-Anchored Feature Alignment and Contrastive Learning	68	102	77	65	26	55	72	155	121	13	12	26	95	33	109	15	8	45
613-Paper0888	Source-Free Domain Adaptive Fundus Image Segmentation with Class-Balanced Mean Teacher	121	89	61	28	81	50	273	79	3	1	49	3	6	82	3	17	42	2
614-Paper1589	Spatiotemporal Hub Identification in Brain Network by Learning Dynamic Graph Embedding on Grassmannian Manifold	28	99	51	10	92	49	85	99	66	8	4	16	4	290	131	13	63	13
615-Paper2515	Spatiotemporal Incremental Mechanics Modeling of Facial Tissue Change	105	53	74	55	50	27	177	124	60	15	37	62	188	284	436	20	28	55
616-Paper1337	Spectral Adversarial MixUp for Few-Shot Unsupervised Domain Adaptation	69	38	104	74	10	119	28	108	192	15	10	8	2	8	36	36	2	72
617-Paper0216	Speech Audio Synthesis from Tagged MRI and Non-Negative Matrix Factorization via Plastic Transformer	91	167	45	129	209	47	79	81	107	21	19	23	37	25	5	34	56	22
618-Paper2887	Spinal nerve segmentation method and dataset construction in endoscopic surgical scenarios	63	44	43	127	38	38	160	269	117	39	3	7	51	2	40	47	13	37
619-Paper1236	SPR-Net: Structural Points based Registration for Coronary Arteries across Systolic and Diastolic Phases	64	56	46	72	74	39	152	286	20	39	68	47	150	135	125	61	78	12
620-Paper1006	StainDiff: Transfer Stain Styles of Histology Images with Denoising Diffusion Probabilistic Models and Self-Ensemble	46	65	92	24	114	193	61	99	257	23	11	143	59	21	671	55	41	125
621-Paper1948	STAR-Echo: A Novel Biomarker for Prognosis of MACE in Chronic Kidney Disease Patients using Spatiotemporal Analysis and Transformer-Based Radiomics Models	86	20	111	56	33	152	36	46	75	54	19	22	246	28	71	41	28	67
622-Paper3313	Structured State Space Models for Multiple Instance Learning in Digital Pathology	59	49	57	34	46	69	18	96	203	1	22	28	40	61	55	42	11	20
623-Paper2117	Structure-decoupled Adaptive Part Alignment Network for Domain Adaptive Mitochondria Segmentation	63	50	76	88	60	76	72	89	85	5	19	1	30	8	161	12	34	2
624-Paper3113	StructuRegNet: Structure-guided Multimodal 2D-3D Registration	31	50	41	20	58	19	32	75	153	8	26	10	79	87	47	11	28	41
625-Paper0622	Structure-Preserving Instance Segmentation via Skeleton-Aware Distance Transform	49	30	15	26	42	45	55	33	39	1	3	7	43	95	51	23	5	18
626-Paper0654	Structure-Preserving Synthesis: MaskGAN for Unpaired MR-CT Translation	37	81	41	35	29	89	58	196	161	12	43	11	13	40	72	11	43	3
627-Paper1433	Style-based Manifold for Weakly-supervised Disease Characteristic Discovery	131	47	86	139	44	119	113	19	195	165	18	19	259	71	141	76	35	46
628-Paper2544	SurfFlow: A Flow-Based Approach for Rapid and Accurate Cortical Surface Reconstruction from Infant Brain MRI	22	82	42	27	49	25	47	67	74	18	7	14	40	53	35	21	27	5
629-Paper2331	Surgical Action Triplet Detection by Mixed Supervised Learning of Instrument-Tissue Interactions	17	49	42	24	45	68	81	13	273	11	10	23	4	58	109	14	27	73
630-Paper2207	Surgical Activity Triplet Recognition via Triplet Disentanglement	91	34	27	103	24	53	159	11	56	12	29	45	136	131	68	40	27	33
631-Paper0188	Surgical Video Captioning with Mutual-Modal Concept Alignment	44	80	43	44	46	42	40	91	26	69	66	15	321	86	477	55	38	32
632-Paper1492	SurgicalGPT: End-to-End Language-Vision GPT for Visual Question Answering in Surgery	53	16		52	19		59	160		44	8		93	21		34	15	
633-Paper0466	SwinMM: Masked Multi-view with Swin Transformers for 3D Medical Image Segmentation	56	61	44	27	113	80	111	218	106	26	20	13	47	78	46	28	47	37
634-Paper1667	SwinUNETR-V2: Stronger Swin Transformers with Stagewise Convolutions for 3D Medical Image Segmentation	114	76	58	49	57	36	230	31	45	29	11	22	30	56	183	34	14	31
635-Paper1380	SwIPE: Efficient and Robust Medical Image Segmentation with Implicit Patch Embeddings	89	52	72	71	33	62	75	192	163	29	12	19	20	18	36	1	38	77
636-Paper1534	Synthesis of Contrast-Enhanced Breast MRI Using T1- and Multi-b-Value DWI-based Hierarchical Fusion Network with Attention Mechanism	34	33	37	25	45	37	51	52	96	17	10	429	71	70	63	50	13	41
637-Paper1741	Synthesising Rare Cataract Surgery Samples with Guided Diffusion Models	30	52	69	16	139	100	23	157	68	10	7	6	170	21	83	21	10	69
638-Paper3484	Synthetic Augmentation with Large-scale Unconditional Pre-training	104	41	74	106	50	46	73	92	11	10	47	13	124	78	65	41	19	18
639-Paper2389	TabAttention: Learning Attention Conditionally on Tabular Data	35	66	35	10	84	19	22	64	58	18	11	5	44	204	2	28	76	16
640-Paper0919	TauFlowNet: Uncovering Propagation Mechanism of Tau Aggregates by Neural Transport Equation	27	95	87	126	50	39	19	71	200	7	28	1	37	26	11	16	11	24
641-Paper2196	TCEIP: Text Condition Embedded Regression Network for Dental Implant Position Prediction	81	19	50	64	50	16	66	43	3	17	13	1	33	43	84	65	20	3
642-Paper0880	TCL: Triplet Consistent Learning for Odometry Estimation of Monocular Endoscope	48	51	132	33	16	96	6	8	205	1	38	10	21	128	16	16	42	19
643-Paper3608	Temporal Uncertainty Localization to Enable Human-in-the-loop Analysis of Dynamic Contrast-enhanced Cardiac MRI Datasets	111	74	47	48	63	31	70	62	30	5	12	12	80	51	70	9	20	50
644-Paper2911	Tensor-based Multimodal Learning for Prediction of Pulmonary Arterial Wedge Pressure from Cardiac MRI	122	133	76	19	113	45	37	64	209	41	16	11	6	31	34	5	69	11
645-Paper2005	Text-Guided Cross-Position Attention for Segmentation: Case of Medical Image	23	25	24	41	79	15	67	32	42	10	3	5	58	2	9	56	18	8
646-Paper1254	Text-guided Foundation Model Adaptation for Pathological Image Classification	47	43	26	58	13	28	20	27	198	15	13	71	64	226	48	71	7	57
647-Paper1613	The Role of Subgroup Separability in Group-Fair Medical Image Classification	14	52	15	29	29	16	50	66	17	1	10	2	59	5	2	49	27	17
648-Paper1157	Thinking Like Sonographers: A Deep CNN Model for Diagnosing Gout from Musculoskeletal Ultrasound	78	91	67	25	61	236	87	43	42	6	1	18	26	85	281	4	4	31
649-Paper1212	Thyroid Nodule Diagnosis in Dynamic Contrast-enhanced Ultrasound via Microvessel Infiltration Awareness	105	63	28	19	33	10	164	27	17	1	1	12	6	68	150	16	48	21
650-Paper1314	Topology Repairing of Disconnected Pulmonary Airways and Vessels: Baselines and a Dataset	39	60	35	63	65	23	29	212	28	10	16	31	108	87	265	18	37	40
651-Paper0181	Topology-Preserving Automatic Labeling of Coronary Arteries via Anatomy-aware Connection Classifier	105	62	43	49	183	40	384	70	26	11	73	35	52	292	25	12	128	18
652-Paper1351	Topology-Preserving Computed Tomography Super-resolution Based on Dual-stream Diffusion Model	65	96	86	51	155	155	31	74	261	20	46	84	153	211	297	56	50	69
653-Paper0994	Toward Fairness Through Fair Multi-Exit Framework for Dermatological Disease Diagnosis	93	130	126	73	163	100	473	215	251	138	52	25	59	160	442	40	60	59
654-Paper0225	Towards Accurate Microstructure Estimation via 3D Hybrid Graph Transformer	67	89	83	109	61	31	118	256	66	16	10	11	131	198	10	23	61	20
655-Paper1614	Towards AI-driven radiology education: A self-supervised segmentation-based framework for high-precision medical image editing	30	80	54	66	66	28	115	3	232	21	23	29	122	10	3	36	13	23
656-Paper0094	Towards Expert-Amateur Collaboration: Prototypical Label Isolation Learning for Left Atrium Segmentation with Mixed-Quality Labels	36	44	93	15	20	100	116	286	87	6	1	40	8	9	244	18	35	33
657-Paper3191	Towards frugal unsupervised detection of subtle abnormalities in medical imaging	35	97	49	37	52	79	37	217	54	11	29	39	43	10	55	24	53	25
658-Paper1591	Towards Generalizable Diabetic Retinopathy Grading in Unseen Domains	136	34	50	106	35	87	194	69	33	77	11	18	243	4	105	76	13	21
659-Paper3244	Towards multi-modal anatomical landmark detection for ultrasound-guided brain tumor resection with contrastive learning	68	55	55	53	108	77	34	112	426	30	15	20	186	91	75	22	39	108
660-Paper0283	Towards Novel Class Discovery: A Study in Novel Skin Lesions Clustering	15	37	70	26	43	25	169	40	58	11	33	1	2	149	10	29	36	12
661-Paper0611	TPRO: Text-prompting-based Weakly Supervised Histopathology Tissue Segmentation	41	46	64	35	96	27	50	116	43	8	27	26	43	35	204	25	53	48
662-Paper1522	Trackerless Volume Reconstruction from Intraoperative Ultrasound Images	31	52	106	138	44	46	160	46	51	27	21	68	113	108	320	44	17	55
663-Paper3122	Tracking adaptation to improve SuperPoint for 3D reconstruction in endoscopy	66	132	94	46	76	49	77	142	134	23	12	48	220	78	238	24	25	54
664-Paper3146	TractCloud: Registration-free Tractography Parcellation with a Novel Local-global Streamline Point Cloud Representation	56	107	22	24	123	45	24	5	65	19	28	9	517	78	1	27	44	21
665-Paper1501	Transfer Learning-Assisted Survival Analysis of Breast Cancer Relying on the Spatial Interaction Between Tumor-Infiltrating Lymphocytes and Tumors	81	33	49	25	74	51	73	103	75	22	1	28	108	128	82	5	23	16
666-Paper3086	Transferability-Guided Multi-Source Model Adaptation for Medical Image Segmentation	96	70	87	145	21	53	58	9	87	18	9	43	48	80	4	4	17	14
667-Paper0211	Transformer-based Annotation Bias-aware Medical Image Segmentation	28	42	18	60	60	20	56	27	25	12	25	18	147	160	65	13	37	12
668-Paper1015	Transformer-based Dual-domain Network for Few-view Dedicated Cardiac SPECT Image Reconstructions	61	31	23	32	41	18	83	159	57	14	10	1	338	18	30	22	21	12
669-Paper2405	Transformer-based end-to-end classification of variable-length volumetric data	69	27	23	35	89	29	77	61	39	11	26	26	152	11	211	27	29	32
670-Paper2643	Transformer-based tooth segmentation, identification and pulp calcification recognition in CBCT	75	15	34	24	26	20	35	86	8	11	24	14	74	33	75	18	22	9
671-Paper1235	TransLiver: A Hybrid Transformer Model for Multi-phase Liver Lesion Classification	74	14	55	33	14	198	49	44	56	21	2	49	785	22	24	33	22	75
672-Paper0918	TransNuSeg: A Lightweight Multi-Task Transformer for Nuclei Segmentation	65	39	102	19	36	75	99	89	96	7	4	10	5	22	6	34	20	35
673-Paper0529	Treasure in Distribution: A Domain Randomization based Multi-Source Domain Generalization for 2D Medical Image Segmentation	25	97	88	6	110	84	16	108	86	11	22	29	90	109	33	5	154	24
674-Paper2676	Treatment Outcome Prediction for Intracerebral Hemorrhage via Generative Prognostic Model with Imaging and Tabular Data	53	77	55	113	73	23	238	156	54	16	11	10	30	40	5	60	40	13
675-Paper3480	Triangular Analysis of Geographical Interplay of Lymphocytes (TriAnGIL): Predicting Immunotherapy Response in Lung Cancer	52	24	94	27	28	132	19	37	324	29	15	5	86	222	64	26	45	45
676-Paper1044	TriDo-Former: A Triple-Domain Transformer for Direct PET Reconstruction from Low-Dose Sinograms	77	29	34	66	53	38	118	128	26	41	28	8	116	24	19	39	40	35
677-Paper0925	Trust your neighbours: Penalty-based constraints for model calibration	67	38	17	20	92	15	6	35	177	1	8	11	153	42	29	11	14	25
678-Paper2739	TSegFormer: 3D Tooth Segmentation in Intraoral Scans with Geometry Guided Transformer	58	28	96	77	36	95	41	67	250	2	3	137	17	43	26	17	32	39
