category		clarity	clarity	clarity	rate	rate	rate	confidence	confidence	confidence	rate rebuttal	rate rebuttal	rate rebuttal
413-Paper2627	Merging-Diverging Hybrid Transformer Networks for Survival Prediction in Head and Neck Cancer	Satisfactory	Excellent	Very Good	5	7	5	Confident but not absolutely certain	Very confident	Very confident	N/A	N/A	N/A
414-Paper3629	Mesh2SSM: From Surface Meshes to Statistical Shape Models of Anatomy	Satisfactory	Very Good	Good	5	5	5	Confident but not absolutely certain	Somewhat confident	Very confident	N/A	N/A	N/A
415-Paper0950	MetaLR: Meta-tuning of Learning Rates for Transfer Learning in Medical Imaging	Very Good	Very Good	Satisfactory	6	6	5	Very confident	Confident but not absolutely certain	Somewhat confident	N/A	N/A	N/A
416-Paper3709	M-FLAG: Medical Vision-Language Pre-training with Frozen Language Models and Latent Space Geometry Optimization	Very Good	Excellent	Good	6	6	4	Very confident	Confident but not absolutely certain	Confident but not absolutely certain	N/A	N/A	4
417-Paper0699	M-GenSeg: Domain Adaptation For Target Modality Tumor Segmentation With Annotation-Efficient Supervision	Good	Good	Satisfactory	5	5	4	Confident but not absolutely certain	Very confident	Confident but not absolutely certain	N/A	N/A	5
418-Paper1023	Microstructure Fingerprinting for Heterogeneously Oriented Tissue Microenvironments	Good	Excellent	Good	5	6	5	Confident but not absolutely certain	Confident but not absolutely certain	Somewhat confident	N/A	N/A	N/A
419-Paper1480	Minimal-supervised Medical Image Segmentation via Vector Quantization Memory	Good	Poor	Good	5	3	6	Confident but not absolutely certain	Confident but not absolutely certain	Very confident	5	4	N/A
420-Paper0197	Mining Negative Temporal Contexts For False Positive Suppression In Real-Time Ultrasound Lesion Detection	Excellent	Good	Good	7	5	6	Very confident	Confident but not absolutely certain	Confident but not absolutely certain	N/A	N/A	N/A
421-Paper0691	MI-SegNet: Mutual Information-Based US Segmentation for Unseen Domain Generalization	Very Good	Excellent	Good	7	7	5	Confident but not absolutely certain	Very confident	Very confident	N/A	N/A	N/A
422-Paper1643	Mitigating Calibration Bias Without Fixed Attribute Grouping for Improved Fairness in Medical Imaging Analysis	Very Good	Excellent	Good	5	6	5	Confident but not absolutely certain	Very confident	Confident but not absolutely certain	N/A	N/A	N/A
423-Paper0338	Mitosis Detection from Partial Annotation by Dataset Generation via Frame-Order Flipping	Very Good	Satisfactory	Poor	6	5	3	Confident but not absolutely certain	Very confident	Very confident	N/A	N/A	4
424-Paper1606	Mitral Regurgitation Quantification from Multi-channel Ultrasound Images via Deep Learning	Satisfactory	Satisfactory	Good	5	5	5	Confident but not absolutely certain	Somewhat confident	Confident but not absolutely certain	N/A	N/A	N/A
425-Paper3659	Mixing Temporal Graphs with MLP for Longitudinal Brain Connectome Analysis	Good	Very Good	Very Good	4	6	6	Confident but not absolutely certain	Confident but not absolutely certain	Confident but not absolutely certain	5	N/A	N/A
426-Paper0376	MixUp-MIL: Novel Data Augmentation for Multiple Instance Learning and a Study on Thyroid Cancer Diagnosis	Satisfactory	Very Good	Satisfactory	6	5	4	Very confident	Confident but not absolutely certain	Very confident	N/A	6	4
427-Paper0833	MoCoSR: Respiratory Motion Correction and Super-Resolution for 3D Abdominal MRI	Good	Very Good	Good	4	6	6	Confident but not absolutely certain	Confident but not absolutely certain	Confident but not absolutely certain	4	6	6
428-Paper1693	Modeling Alzheimers' Disease Progression from Multi-task and Self-supervised Learning Perspective with Brain Networks	Very Good	Very Good	Excellent	4	6	5	Very confident	Somewhat confident	Very confident	N/A	N/A	N/A
429-Paper2229	ModeT: Learning Deformable Image Registration via Motion Decomposition Transformer	Satisfactory	Very Good	Very Good	4	5	6	Confident but not absolutely certain	Confident but not absolutely certain	Very confident	N/A	N/A	N/A
430-Paper0339	Modularity-Constrained Dynamic Representation Learning for Interpretable Brain Disorder Analysis with Functional MRI	Good	Satisfactory	Good	5	5	4	Confident but not absolutely certain	Very confident	Very confident	N/A	N/A	5
431-Paper2490	ModusGraph: Automated 3D and 4D Mesh Model Reconstruction from cine CMR with Improved Accuracy and Efficiency	Very Good	Excellent	Good	5	5	4	Very confident	Very confident	Very confident	N/A	6	N/A
432-Paper1196	Morphology-inspired Unsupervised Gland Segmentation via Selective Semantic Grouping	Poor	Excellent	Excellent	4	5	6	Confident but not absolutely certain	Very confident	Very confident	3	5	6
433-Paper2481	Motion Compensated Unsupervised Deep Learning for 5D MRI	Good	Very Good	Excellent	4	5	7	Very confident	Confident but not absolutely certain	Very confident	N/A	N/A	N/A
434-Paper2545	MPBD-LSTM: A Predictive Model For Colorectal Liver Metastases Using Time Series Multi-phase Contrast-Enhanced CT Scans	Very Good	Very Good	Good	6	5	3	Very confident	Confident but not absolutely certain	Very confident	6	6	N/A
435-Paper1372	MRIS: A Multi-modal Retrieval Approach for Image Synthesis on Diverse Modalities	Very Good	Good	Very Good	6	6	6	Confident but not absolutely certain	Very confident	Confident but not absolutely certain	N/A	N/A	N/A
436-Paper2645	MSKdeX: Musculoskeletal (MSK) decomposition from an X-ray image for fine-grained estimation of lean muscle mass and muscle volume	Excellent	Very Good	Good	6	6	6	Very confident	Confident but not absolutely certain	Confident but not absolutely certain	N/A	N/A	N/A
437-Paper2719	MulHiST: Multiple Histological Staining for Thick Biological Samples via Unsupervised Image-to-Image Translation	Very Good	Very Good	Good	6	7	5	Confident but not absolutely certain	Very confident	Somewhat confident	N/A	N/A	N/A
438-Paper1108	Multi-Head Multi-Loss Model Calibration	Excellent	Satisfactory	Very Good	5	5	4	Confident but not absolutely certain	Very confident	Very confident	5	N/A	5
439-Paper1835	Multi-IMU with Online Self-Consistency for Freehand 3D Ultrasound Reconstruction	Very Good	Good	Very Good	6	3	6	Confident but not absolutely certain	Very confident	Confident but not absolutely certain	N/A	6	6
440-Paper1341	Multimodal brain age estimation using interpretable adaptive population-graph learning	Very Good	Good	Very Good	5	5	5	Very confident	Somewhat confident	Very confident	N/A	N/A	N/A
441-Paper3254	Multimodal CT and MR Segmentation of Head and Neck Organs-at-Risk	Very Good	Very Good	Good	7	4	5	Very confident	Very confident	Very confident	7	4	N/A
442-Paper2572	Multimodal Deep Fusion in Hyperbolic Space for Mild Cognitive Impairment Study	Very Good	Very Good	Very Good	6	5	6	Confident but not absolutely certain	Very confident	Confident but not absolutely certain	N/A	N/A	N/A
443-Paper0314	Multi-modal Pathological Pre-training via Masked Autoencoders for Breast Cancer Diagnosis	Satisfactory	Excellent	Very Good	4	8	6	Very confident	Very confident	Very confident	N/A	N/A	N/A
444-Paper0826	Multi-Modal Semi-supervised Evidential Recycle Framework for Alzheimer's Disease Classification	Very Good	Very Good	Very Good	7	6	6	Very confident	Confident but not absolutely certain	Confident but not absolutely certain	N/A	N/A	N/A
445-Paper2360	Multi-modal Variational Autoencoders for normative modelling across multiple imaging modalities	Very Good	Good	Very Good	6	3	6	Confident but not absolutely certain	Very confident	Confident but not absolutely certain	5	5	6
446-Paper0803	Multi-modality contrastive learning for sarcopenia screening from hip X-rays and clinical information	Very Good	Excellent	Good	6	7	4	Confident but not absolutely certain	Confident but not absolutely certain	Very confident	N/A	N/A	N/A
447-Paper2014	Multi-objective point cloud autoencoders for explainable myocardial infarction prediction	Good	Very Good	Very Good	5	5	5	Very confident	Confident but not absolutely certain	Very confident	N/A	N/A	N/A
448-Paper0738	Multi-perspective Adaptive Iteration Network for Metal Artifact Reduction	Excellent	Excellent	Very Good	7	7	4	Very confident	Very confident	Very confident	8	8	N/A
449-Paper1294	Multiple Prompt Fusion for Zero-Shot Lesion Detection Using Vision-Language Models	Good	Good	Very Good	5	4	6	Very confident	Somewhat confident	Confident but not absolutely certain	N/A	N/A	7
450-Paper0483	Multi-scale Cross-restoration Framework for Electrocardiogram Anomaly Detection	Excellent	Very Good	Excellent	6	5	7	Confident but not absolutely certain	Very confident	Confident but not absolutely certain	N/A	N/A	N/A
451-Paper1496	Multi-Scale Prototypical Transformer for Whole Slide Image Classification	Good	Very Good	Good	5	5	4	Very confident	Confident but not absolutely certain	Very confident	N/A	N/A	5
452-Paper3115	Multi-Scale Self-Supervised Learning for Longitudinal Lesion Tracking with Optional Supervision	Satisfactory	Satisfactory	Good	3	5	5	Very confident	Very confident	Very confident	5	3	N/A
453-Paper2784	Multi-scope Analysis Driven Hierarchical Graph Transformer for Whole Slide Image based Cancer Survival Prediction	Very Good	Satisfactory	Very Good	5	4	6	Confident but not absolutely certain	Very confident	Confident but not absolutely certain	N/A	N/A	N/A
454-Paper2315	Multi-shot Prototype Contrastive Learning and Semantic Reasoning for Medical Image Segmentation	Satisfactory	Very Good	Satisfactory	4	8	5	Confident but not absolutely certain	Very confident	Very confident	N/A	N/A	N/A
455-Paper1663	MultiTalent: A Multi-Dataset Approach to Medical Image Segmentation	Very Good	Very Good	Poor	6	7	3	Very confident	Very confident	Very confident	7	N/A	5
456-Paper0968	Multi-Target Domain Adaptation with Prompt Learning for Medical Image Segmentation	Poor	Very Good	Very Good	2	6	4	Confident but not absolutely certain	Confident but not absolutely certain	Confident but not absolutely certain	3	N/A	6
457-Paper2485	Multi-task Joint Prediction of Infant Cortical Morphological and Cognitive Development	Good	Very Good	Very Good	6	7	5	Confident but not absolutely certain	Very confident	Somewhat confident	N/A	N/A	N/A
458-Paper2548	Multi-task Learning of Histology and Molecular Markers for Classifying Diffuse Glioma	Very Good	Very Good	Very Good	7	7	5	Somewhat confident	Somewhat confident	Very confident	N/A	N/A	N/A
459-Paper2095	Multi-view Guidance for Self-supervised Monocular Depth Estimation on Laparoscopic Images via Spatio-temporal Correspondence	Satisfactory	Good	Excellent	5	4	7	Confident but not absolutely certain	Confident but not absolutely certain	Very confident	5	4	N/A
460-Paper0534	Multi-View Vertebra Localization and Identification from CT Images	Good	Excellent	Good	3	5	7	Confident but not absolutely certain	Very confident	Very confident	4	N/A	7
461-Paper2286	MUVF-YOLOX: A Multi-modal Ultrasound Video Fusion Network for Renal Tumor Diagnosis	Very Good	Very Good	Good	3	6	5	Very confident	Very confident	Confident but not absolutely certain	N/A	N/A	N/A
462-Paper3175	NASDM: Nuclei-Aware Semantic Histopathology Image Generation Using Diffusion Models	Good	Very Good	Very Good	4	6	6	Very confident	Confident but not absolutely certain	Confident but not absolutely certain	6	6	N/A
463-Paper0518	Neural LerPlane Representations for Fast 4D Reconstruction of Deformable Tissues	Very Good	Very Good		7	7		Confident but not absolutely certain	Very confident		N/A	N/A	
464-Paper1757	Neural Pre-Processing: A Learning Framework for End-to-end Brain MRI Pre-processing	Good	Very Good	Satisfactory	4	6	5	Very confident	Confident but not absolutely certain	Very confident	5	6	N/A
465-Paper0596	NeuroExplainer: Fine-Grained Attention Decoding to Uncover Cortical Development Patterns of Preterm Infants	Satisfactory	Very Good	Good	4	6	5	Very confident	Confident but not absolutely certain	Somewhat confident	N/A	N/A	N/A
466-Paper3205	NISF: Neural Implicit Segmentation Functions	Good	Very Good	Very Good	6	5	6	Confident but not absolutely certain	Confident but not absolutely certain	Very confident	N/A	N/A	N/A
467-Paper0754	Noise Conditioned Weight Modulation for Robust and Generalizable Low Dose CT Denoising	Very Good	Poor	Very Good	5	4	6	Confident but not absolutely certain	Very confident	Very confident	N/A	N/A	N/A
468-Paper2943	Noise2Aliasing: Unsupervised Deep Learning for View Aliasing and Noise Reduction in 4DCBCT	Good	Excellent	Very Good	6	6	5	Confident but not absolutely certain	Very confident	Confident but not absolutely certain	7	N/A	N/A
469-Paper2654	Non-iterative Coarse-to-fine Transformer Networks for Joint Affine and Deformable Image Registration	Very Good	Very Good	Excellent	5	5	4	Confident but not absolutely certain	Very confident	Confident but not absolutely certain	5	N/A	5
470-Paper1059	Nonuniformly Spaced Control Points based on Variational Cardiac Image Registration	Poor	Very Good	Good	3	6	5	Confident but not absolutely certain	Very confident	Very confident	5	6	N/A
471-Paper3365	On the Relevance of Temporal Features for Medical Ultrasound Video Recognition	Excellent	Good	Satisfactory	8	3	4	Very confident	Very confident	Very confident	N/A	3	6
472-Paper2006	One-shot Federated Learning on Medical Data using Knowledge Distillation with Image Synthesis and Client Model Adaptation	Satisfactory	Satisfactory	Good	6	5	5	Very confident	Confident but not absolutely certain	Very confident	N/A	N/A	N/A
473-Paper0652	One-Shot Traumatic Brain Segmentation with Adversarial Training and Uncertainty Rectification	Very Good	Very Good	Very Good	6	6	5	Very confident	Very confident	Very confident	N/A	N/A	N/A
474-Paper0081	OpenAL: An Efficient Deep Active Learning Framework for Open-Set Pathology Image Classification	Very Good	Very Good	Very Good	7	5	4	Confident but not absolutely certain	Very confident	Confident but not absolutely certain	N/A	N/A	5
475-Paper2884	Open-Ended Medical Visual Question Answering Through Prefix Tuning of Language Models	Very Good	Excellent	Excellent	7	5	7	Confident but not absolutely certain	Very confident	Confident but not absolutely certain	N/A	N/A	N/A
476-Paper2895	Optical Coherence Elastography Needle for Biomechanical Characterization of Deep Tissue	Very Good	Very Good	Good	6	4	5	Confident but not absolutely certain	Somewhat confident	Very confident	6	N/A	N/A
477-Paper3392	Optical Ultrasound Imaging for Endovascular Repair of Abdominal Aortic Aneurysms: A Pilot Study	Excellent	Excellent	Good	8	7	5	Very confident	Very confident	Somewhat confident	N/A	N/A	N/A
478-Paper2383	Optimizing the 3D Plate Shape for Proximal Humerus Fractures	Good	Satisfactory	Satisfactory	5	5	4	Confident but not absolutely certain	Confident but not absolutely certain	Somewhat confident	N/A	N/A	5
479-Paper2161	Overall Survival Time Prediction of Glioblastoma on Preoperative MRI Using Lesion Network Mapping	Excellent	Very Good	Satisfactory	7	6	3	Confident but not absolutely certain	Confident but not absolutely certain	Somewhat confident	7	N/A	5
480-Paper0904	Parse and Recall: Towards Accurate Lung Nodule Malignancy Prediction like Radiologists	Very Good	Excellent	Satisfactory	5	6	4	Confident but not absolutely certain	Very confident	Very confident	N/A	N/A	N/A
481-Paper1049	Partial Vessels Annotation-based Coronary Artery Segmentation with Self-training and Prototype Learning	Good	Very Good	Good	6	6	4	Confident but not absolutely certain	Confident but not absolutely certain	Very confident	N/A	N/A	3
482-Paper2606	Partially Supervised Multi-Organ Segmentation via Affinity-aware Consistency Learning and Cross Site Feature Alignment	Very Good	Very Good	Good	6	4	5	Confident but not absolutely certain	Very confident	Very confident	N/A	N/A	N/A
483-Paper2143	PAS-Net: Rapid Prediction of Antibiotic Susceptibility from Fluorescence Images of Bacterial Cells Using Parallel Dual-branch Network	Very Good	Good	Excellent	5	3	7	Confident but not absolutely certain	Very confident	Very confident	N/A	N/A	N/A
484-Paper2294	Path-based Heterogeneous Brain Transformer Network for Resting-State Functional Connectivity Analysis	Poor	Excellent	Satisfactory	3	7	5	Very confident	Very confident	Very confident	5	N/A	N/A
485-Paper1847	Pathology-and-genomics Multimodal Transformer for Survival Outcome Prediction	Very Good	Good	Excellent	6	5	6	Very confident	Somewhat confident	Confident but not absolutely certain	N/A	N/A	N/A
486-Paper0295	Patients and Slides are Equal: A Multi-level Multi-instance Learning Framework for Pathological Image Analysis	Very Good	Very Good	Good	4	5	5	Very confident	Somewhat confident	Confident but not absolutely certain	4	5	N/A
487-Paper3291	PCMC-T1: Free-breathing myocardial T1 mapping with Physically-Constrained Motion Correction	Excellent	Good	Very Good	7	3	6	Very confident	Very confident	Very confident	N/A	2	7
488-Paper0871	Pelphix: Surgical Phase Recognition from X-ray Images in Percutaneous Pelvic Fixation	Satisfactory	Good	Very Good	5	5	6	Confident but not absolutely certain	Very confident	Confident but not absolutely certain	N/A	N/A	N/A
489-Paper1608	Pelvic Fracture Reduction Planning Based on Morphable Models and Structural Constraints	Very Good	Poor	Excellent	7	3	6	Confident but not absolutely certain	Very confident	Confident but not absolutely certain	N/A	6	6
490-Paper1597	Pelvic Fracture Segmentation Using a Multi-scale Distance-weighted Neural Network	Excellent	Excellent	Excellent	7	7	7	Very confident	Very confident	Very confident	N/A	N/A	N/A
491-Paper2601	Performance Metrics for Probabilistic Ordinal Classifiers	Very Good	Very Good	Excellent	5	3	6	Confident but not absolutely certain	Very confident	Confident but not absolutely certain	6	N/A	6
492-Paper0291	Personalized Patch-based Normality Assessment of Brain Atrophy in Alzheimer's Disease	Good	Good	Good	3	6	5	Confident but not absolutely certain	Confident but not absolutely certain	Very confident	3	N/A	N/A
493-Paper1482	PET Image Denoising with Score-Based Diffusion Probabilistic Models	Very Good	Excellent	Very Good	7	5	5	Confident but not absolutely certain	Confident but not absolutely certain	Very confident	N/A	N/A	N/A
494-Paper0128	PET-diffusion: Unsupervised PET Enhancement based on the Latent Diffusion Model	Satisfactory	Very Good	Good	4	6	5	Very confident	Very confident	Confident but not absolutely certain	N/A	N/A	N/A
495-Paper1717	Physics-based Decoding Improves Magnetic Resonance Fingerprinting	Satisfactory	Good	Very Good	4	5	6	Somewhat confident	Confident but not absolutely certain	Somewhat confident	5	5	7
496-Paper3215	Physics-Informed Conditional Autoencoder Approach for Robust Metabolic CEST MRI at 7T	Excellent	Good	Poor	7	5	4	Very confident	Confident but not absolutely certain	Somewhat confident	N/A	N/A	N/A
497-Paper1728	Physics-Informed Neural Networks for Tissue Elasticity Reconstruction in Magnetic Resonance Elastography	Satisfactory	Excellent	Good	5	7	5	Very confident	Confident but not absolutely certain	Somewhat confident	N/A	N/A	N/A
498-Paper2744	Pick and Trace: Instance Segmentation for Filamentous Objects with a Recurrent Neural Network	Good	Very Good	Excellent	6	6	8	Very confident	Confident but not absolutely certain	Very confident	N/A	N/A	N/A
499-Paper0855	Pick the Best Pre-trained Model: Towards Transferability Estimation for Medical Image Segmentation	Good	Very Good	Good	6	5	5	Confident but not absolutely certain	Very confident	Confident but not absolutely certain	N/A	N/A	N/A
500-Paper0969	PIViT: Large Deformation Image Registration with Pyramid-Iterative Vision Transformer	Good	Good	Very Good	5	4	5	Confident but not absolutely certain	Very confident	Very confident	5	5	5
501-Paper0755	PLD-AL: Pseudo-Label Divergence-Based Active Learning in Carotid Intima-Media Segmentation for Ultrasound Images	Very Good	Satisfactory	Good	7	5	7	Somewhat confident	Confident but not absolutely certain	Confident but not absolutely certain	N/A	N/A	N/A
502-Paper0820	PMC-CLIP: Contrastive Language-Image Pre-training using Biomedical Documents	Very Good	Very Good	Satisfactory	6	6	4	Confident but not absolutely certain	Somewhat confident	Confident but not absolutely certain	N/A	N/A	5
503-Paper0700	Point Cloud Diffusion Models for Automatic Implant Generation	Very Good	Good	Satisfactory	5	5	4	Very confident	Confident but not absolutely certain	Somewhat confident	N/A	5	4
504-Paper1260	Polar Eyeball Shape Net for 3D Posterior Ocular Shape Representation	Good	Good	Very Good	5	5	5	Confident but not absolutely certain	Confident but not absolutely certain	Confident but not absolutely certain	N/A	N/A	N/A
505-Paper0407	Polar-Net: A Clinical-Friendly Model for Alzheimer's Disease Detection in OCTA Images	Very Good	Good	Very Good	7	5	6	Confident but not absolutely certain	Confident but not absolutely certain	Confident but not absolutely certain	N/A	N/A	N/A
506-Paper2628	Position-aware masked autoencoder for histopathology WSI representation learning	Very Good	Good	Good	6	5	5	Very confident	Very confident	Confident but not absolutely certain	N/A	N/A	N/A
507-Paper0739	Positive Definite Wasserstein Graph Kernel for Brain Disease Diagnosis	Excellent	Satisfactory	Poor	6	5	4	Confident but not absolutely certain	Confident but not absolutely certain	Confident but not absolutely certain	7	N/A	N/A
508-Paper2156	POV-Surgery: A Dataset for Egocentric Hand and Tool Pose Estimation During Surgical Activities	Excellent	Very Good	Very Good	7	4	7	Very confident	Confident but not absolutely certain	Confident but not absolutely certain	N/A	N/A	N/A
509-Paper2392	Predicting Diverse Functional Connectivity from Structural Connectivity Based on Multi-Contexts Discriminator GAN	Good	Satisfactory	Very Good	7	4	6	Confident but not absolutely certain	Very confident	Very confident	N/A	N/A	N/A
510-Paper0987	Prediction of Cognitive Scores by Joint Use of Movie-watching fMRI Connectivity and Eye Tracking via Attention-CensNet	Satisfactory	Excellent	Satisfactory	5	7	5	Confident but not absolutely certain	Very confident	Very confident	N/A	N/A	N/A
511-Paper2495	Prediction of Infant Cognitive Development with Cortical Surface-based Multimodal Learning	Good	Very Good	Satisfactory	6	5	5	Very confident	Confident but not absolutely certain	Confident but not absolutely certain	N/A	N/A	N/A
512-Paper3691	Pre-operative Survival Prediction of Diffuse Glioma Patients with Joint Tumor Subtyping	Satisfactory	Good	Very Good	3	5	6	Somewhat confident	Very confident	Confident but not absolutely certain	5	N/A	N/A
513-Paper0246	Pre-trained Diffusion Models for Plug-and-Play Medical Image Enhancement	Satisfactory	Satisfactory	Very Good	3	4	6	Very confident	Very confident	Very confident	5	5	N/A
514-Paper2788	Prior-driven Dynamic Brain Networks for Multi-Modal Emotion Recognition	Excellent	Excellent	Satisfactory	6	7	4	Very confident	Confident but not absolutely certain	Very confident	N/A	N/A	N/A
515-Paper0926	Privacy-preserving Early Detection of Epileptic Seizures in Videos	Good	Very Good	Good	5	5	5	Confident but not absolutely certain	Somewhat confident	Confident but not absolutely certain	5	6	N/A
516-Paper3018	Probabilistic Modeling Ensemble Vision Transformer Improves Complex Polyp Segmentation	Good	Satisfactory	Good	6	3	5	Very confident	Confident but not absolutely certain	Confident but not absolutely certain	N/A	N/A	N/A
517-Paper1653	Progressive Attention Guidance for Whole Slide Vulvovaginal Candidiasis Screening	Satisfactory	Good	Good	4	5	5	Very confident	Confident but not absolutely certain	Confident but not absolutely certain	5	N/A	N/A
518-Paper1058	Progressively Coupling Network for Brain MRI Registration in Few-shot Situation	Good	Very Good	Good	4	7	5	Confident but not absolutely certain	Confident but not absolutely certain	Very confident	5	N/A	6
519-Paper2123	Prompt-based Grouping Transformer for Nucleus Detection and Classification	Very Good	Very Good	Good	5	4	5	Somewhat confident	Confident but not absolutely certain	Somewhat confident	3	N/A	N/A
520-Paper2450	Prompt-MIL: Boosting Multi-Instance Learning Schemes via Task-specific Prompt Tuning	Good	Very Good	Good	4	6	7	Very confident	Very confident	Very confident	N/A	N/A	N/A
521-Paper2734	PROnet: Point Refinement using Shape-guided Offset Map for Nuclei Instance Segmentation	Good	Very Good	Satisfactory	5	4	5	Very confident	Confident but not absolutely certain	Somewhat confident	5	5	N/A
522-Paper2474	ProtoASNet: Dynamic Prototypes for Inherently Interpretable and Uncertainty-Aware Aortic Stenosis Classification in Echocardiography	Excellent	Very Good	Excellent	8	6	6	Very confident	Somewhat confident	Confident but not absolutely certain	N/A	N/A	N/A
523-Paper0935	Punctate White Matter Lesion Segmentation in Preterm Infants Powered by Counterfactually Generative Learning	Very Good	Very Good	Good	4	6	4	Confident but not absolutely certain	Very confident	Confident but not absolutely certain	5	N/A	6
524-Paper0839	QCResUNet: Joint Subject-level and Voxel-level Prediction of Segmentation Quality	Very Good	Very Good	Very Good	3	6	5	Very confident	Very confident	Confident but not absolutely certain	3	N/A	5
525-Paper1244	Radiomics-Informed Deep Learning for Classification of Atrial Fibrillation Sub-Types from Left-Atrium CT Volumes	Very Good	Very Good	Very Good	7	4	4	Very confident	Very confident	Confident but not absolutely certain	7	N/A	N/A
526-Paper1582	Rad-ReStruct: A Novel VQA Benchmark and Method for Structured Radiology Reporting	Good	Good	Satisfactory	4	5	6	Very confident	Confident but not absolutely certain	Very confident	N/A	5	N/A
527-Paper0772	RBGNet: Reliable Boundary-Guided Segmentation of Choroidal Neovascularization	Very Good	Very Good	Satisfactory	5	7	3	Very confident	Confident but not absolutely certain	Confident but not absolutely certain	N/A	N/A	N/A
528-Paper2443	RCS-YOLO: A Fast and High-Accuracy Object Detector for Brain Tumor Detection	Very Good	Good	Satisfactory	4	6	5	Somewhat confident	Very confident	Confident but not absolutely certain	N/A	N/A	5
529-Paper2431	Realistic endoscopic illumination modeling for NeRF-based data generation	Very Good	Very Good	Good	5	5	4	Confident but not absolutely certain	Confident but not absolutely certain	Confident but not absolutely certain	N/A	N/A	N/A
530-Paper1508	Reconstructing the Hemodynamic Response Function via a Bimodal Transformer	Good	Good	Very Good	6	4	4	Confident but not absolutely certain	Confident but not absolutely certain	Confident but not absolutely certain	N/A	N/A	N/A
531-Paper1978	Recruiting the best teacher modality: A customized knowledge distillation method for IF based nephropathy diagnosis	Good	Good	Very Good	4	4	7	Very confident	Confident but not absolutely certain	Very confident	N/A	N/A	N/A
532-Paper0567	Rectifying Noisy Labels with Sequential Prior: Multi-Scale Temporal Feature Affinity Learning for Robust Video Segmentation	Good	Good	Good	5	4	5	Very confident	Confident but not absolutely certain	Confident but not absolutely certain	N/A	5	5
533-Paper3264	Reflectance Mode Fluorescence Optical Tomography with Consumer-Grade Cameras	Very Good	Good		5	5		Confident but not absolutely certain	Confident but not absolutely certain		N/A	3	
534-Paper0923	Regressing Simulation to Real: Unsupervised Domain Adaptation for Automated Quality Assessment in Transoesophageal Echocardiography	Good	Good	Very Good	5	5	4	Confident but not absolutely certain	Somewhat confident	Confident but not absolutely certain	6	N/A	5
535-Paper2119	Regular SE(3) Group Convolutions for Volumetric Medical Image Analysis	Good	Very Good	Very Good	6	6	4	Very confident	Very confident	Confident but not absolutely certain	N/A	N/A	4
536-Paper1699	Regularized Kelvinlet Functions to Model Linear Elasticity for Image-to-Physical Registration of the Breast	Excellent	Very Good	Excellent	7	6	4	Confident but not absolutely certain	Very confident	Confident but not absolutely certain	7	N/A	4
537-Paper1155	Relaxation-Diffusion Spectrum Imaging for Probing Tissue Microarchitecture	Good	Satisfactory	Good	5	4	6	Confident but not absolutely certain	Confident but not absolutely certain	Confident but not absolutely certain	N/A	N/A	6
538-Paper0238	Reliable Multimodality Eye Disease Screening via Mixture of Student's t Distributions	Very Good	Satisfactory	Very Good	6	5	5	Confident but not absolutely certain	Very confident	Very confident	N/A	N/A	N/A
539-Paper1862	Representation, Alignment, Fusion: A Generic Transformer-based Framework for Multi-modal Glaucoma Recognition	Very Good	Very Good	Very Good	6	6	5	Confident but not absolutely certain	Confident but not absolutely certain	Confident but not absolutely certain	N/A	N/A	N/A
540-Paper2936	RESToring Clarity: Unpaired Retina Image Enhancement using Scattering Transform	Poor	Satisfactory	Very Good	4	4	6	Confident but not absolutely certain	Very confident	Confident but not absolutely certain	5	4	6
541-Paper1654	Rethinking Semi-Supervised Federated Learning: How to co-train fully-labeled and fully-unlabeled client imaging data	Very Good	Very Good	Satisfactory	5	6	4	Confident but not absolutely certain	Confident but not absolutely certain	Very confident	N/A	N/A	N/A
542-Paper1016	Retinal Age Estimation with Temporal Fundus Images Enhanced Progressive Label Distribution Learning	Good	Good	Good	5	5	5	Confident but not absolutely certain	Confident but not absolutely certain	Very confident	N/A	N/A	N/A
543-Paper0184	Retinal Thickness Prediction from Multi-modal Fundus Photography	Good	Good	Poor	5	6	4	Confident but not absolutely certain	Very confident	Confident but not absolutely certain	5	N/A	N/A
544-Paper2359	Reveal to Revise: An Explainable AI Life Cycle for Iterative Bias Correction of Deep Models	Excellent	Satisfactory	Very Good	7	4	6	Very confident	Confident but not absolutely certain	Very confident	N/A	N/A	N/A
545-Paper0469	Revealing Anatomical Structures in PET to Generate CT for Attenuation Correction	Good	Excellent	Excellent	3	6	7	Very confident	Somewhat confident	Very confident	N/A	N/A	7
546-Paper1360	Reversing the Abnormal: Pseudo-Healthy Generative Networks for Anomaly Detection	Very Good	Good	Good	5	5	6	Very confident	Confident but not absolutely certain	Very confident	N/A	N/A	N/A
547-Paper0548	Revisiting Distillation for Continual Learning on Visual Question Localized-Answering in Robotic Surgery	Poor	Satisfactory	Satisfactory	3	5	5	Confident but not absolutely certain	Confident but not absolutely certain	Confident but not absolutely certain	N/A	N/A	N/A
548-Paper2275	Revisiting Feature Propagation and Aggregation in Polyp Segmentation	Very Good	Good	Excellent	6	3	7	Very confident	Confident but not absolutely certain	Very confident	N/A	6	7
549-Paper1540	Revolutionizing Space Health (Swin-FSR): Advancing Super-Resolution of Fundus Images for SANS Visual Assessment Technology	Very Good	Good	Satisfactory	3	6	4	Confident but not absolutely certain	Confident but not absolutely certain	Very confident	5	6	N/A
