category		contribution	contribution	contribution	detailed	detailed	detailed	justifictation	justifictation	justifictation	reproducibility	reproducibility	reproducibility	strenghts	strenghts	strenghts	total	total	total	weakness	weakness	weakness
398-Paper0362	Progression models for imaging data with Longitudinal Variational Auto Encoders	50	91	31.0	201	62	37.0	23	55	14.0	24	88	24.0	90	90	42.0	511.0	420.0	380.0	123	34	232.0
399-Paper1523	Progressive Deep Segmentation of Coronary Artery via Hierarchical Topology Learning	35	25	54.0	14	124	166.0	41	75	17.0	10	23	27.0	37	36	82.0	145.0	433.0	377.0	8	150	31.0
400-Paper0603	Progressive Subsampling for Oversampled Data - Application to Quantitative MRI	109	140	15.0	451	132	43.0	3	73	33.0	94	32	6.0	120	68	31.0	1226.0	638.0	180.0	449	193	52.0
401-Paper2710	Prostate Cancer Histology Synthesis using StyleGAN Latent Space Annotation	52	22	101.0	29	41	347.0	15	21	21.0	23	29	13.0	37	30	57.0	290.0	184.0	581.0	134	41	42.0
402-Paper1589	PRO-TIP: Phantom for RObust automatic ultrasound calibration by TIP detection	34	39	41.0	83	4	228.0	11	10	43.0	1	24	39.0	30	49	67.0	196.0	150.0	542.0	37	24	124.0
403-Paper1074	Prototype Learning of Inter-network Connectivity for ASD Diagnosis and Personalized Analysis	24	60	89.0	29	68	484.0	67	45	59.0	9	42	41.0	35	42	92.0	211.0	525.0	910.0	47	268	145.0
404-Paper0648	Pseudo Bias-Balanced Learning for Debiased Chest X-ray Classification	32	68	52.0	42	222	37.0	6	15	21.0	3	7	25.0	4	4	168.0	108.0	325.0	356.0	21	9	53.0
405-Paper1613	Radiological Reports Improve Pre-Training for Localized Imaging Tasks on Chest X-Rays	58	36	63.0	73	74	101.0	6	47	41.0	21	23	16.0	66	46	48.0	242.0	346.0	318.0	18	120	49.0
406-Paper1231	RandStainNA: Learning Stain-Agnostic Features from Histology Slides by Bridging Stain Augmentation and Normalization	72	43	61.0	82	101	6.0	17	27	35.0	45	6	1.0	82	7	67.0	532.0	205.0	343.0	234	21	173.0
407-Paper0281	Real-Time 3D Reconstruction of Human Vocal Folds via High-Speed Laser-Endoscopy	27	76	122.0	60	115	158.0	7	70	50.0	7	52	52.0	13	98	59.0	235.0	499.0	467.0	121	88	26.0
408-Paper2438	Recurrent Implicit Neural Graph for Deformable Tracking in Endoscopic Videos	53	38	41.0	24	460	33.0	12	42	18.0	11	60	11.0	12	67	9.0	162.0	831.0	140.0	50	164	28.0
409-Paper0524	Reducing Positional Variance in Cross-sectional Abdominal CT Slices with Deep Conditional Generative Models	57	59	67.0	63	22	12.0	28	9	22.0	33	4	4.0	57	33	15.0	444.0	198.0	232.0	206	71	112.0
410-Paper1513	RefineNet: An Automated Framework to Generate Task and Subject-Specific Brain Parcellations for Resting-State fMRI Analysis	41	17	11.0	69	51	196.0	27	9	17.0	18	2	1.0	25	31	31.0	226.0	111.0	367.0	46	1	111.0
411-Paper2050	Region Proposal Rectification Towards Robust Instance Segmentation of Biological Images	54	33	38.0	4	60	156.0	8	26	15.0	13	25	13.0	27	40	46.0	150.0	244.0	327.0	44	60	59.0
412-Paper2308	Region-guided CycleGANs for Stain Transfer in Whole Slide Images	24	92	69.0	64	24	17.0	33	95	20.0	12	7	47.0	17	228	65.0	241.0	519.0	517.0	91	73	299.0
413-Paper1821	Regression Metric Loss: Learning a Semantic Representation Space for Medical Images	48	58	36.0	194	301	23.0	13	14	27.0	30	8	11.0	69	20	28.0	368.0	476.0	149.0	14	75	24.0
414-Paper1003	Reinforcement Learning Driven Intra-modal and Inter-modal Representation Learning for 3D Medical Image Classification	29	27	42.0	27	86	97.0	10	9	27.0	36	9	20.0	29	60	44.0	170.0	422.0	301.0	39	231	71.0
415-Paper1608	Reinforcement learning for active modality selection during diagnosis	17	74	51.0	13	183	60.0	28	22	29.0	8	32	5.0	13	99	73.0	133.0	541.0	270.0	54	131	52.0
416-Paper2249	Reliability of quantification estimates in MR Spectroscopy: CNNs vs. traditional model fitting	24	23	94.0	87	68	195.0	28	13	45.0	26	2	53.0	22	93	45.0	284.0	277.0	520.0	97	78	88.0
417-Paper0724	Reliability-aware Contrastive Self-ensembling for Semi-supervised Medical Image Classification	41	84	85.0	16	82	106.0	10	38	24.0	7	26	23.0	40	40	47.0	126.0	284.0	320.0	12	14	35.0
418-Paper0235	ReMix: A General and Efficient Framework for Multiple Instance Learning based Whole Slide Image Classification	91	35	76.0	104	195	178.0	55	48	23.0	12	9	10.0	96	34	69.0	496.0	363.0	387.0	138	42	31.0
419-Paper1023	RemixFormer: A Transformer Model for Precision Skin Tumor Differential Diagnosis via Multi-modal Imaging and Non-imaging Data	28	29	33.0	136	103	32.0	136	32	33.0	136	34	41.0	2	23	31.0	574.0	324.0	203.0	136	103	33.0
420-Paper0090	Removal of Confounders via Invariant Risk Minimization for Medical Diagnosis	104	51	82.0	85	136	98.0	57	11	60.0	54	11	24.0	51	54	69.0	390.0	292.0	450.0	39	29	117.0
421-Paper2844	RepsNet: Combining Vision with Language for Automated Medical Reports	24	43	41.0	42	39	40.0	5	13	12.0	4	10	29.0	45	21	26.0	148.0	144.0	241.0	28	18	93.0
422-Paper1632	Residual Wavelon Convolutional Networks for Characterization of Disease Response on MRI	50	21	35.0	64	253	9.0	71	5	80.0	37	3	6.0	49	7	30.0	380.0	337.0	175.0	109	48	15.0
423-Paper2639	Rethinking Breast Lesion Segmentation in Ultrasound: A New Video Dataset and A Baseline Network	63	54	38.0	47	75	141.0	24	26	28.0	9	10	31.0	136	114	10.0	326.0	329.0	274.0	47	50	26.0
424-Paper0739	Rethinking Surgical Captioning: End-to-End Window-Based MLP Transformer Using Patches	37	45	69.0	19	195	204.0	13	63	1.0	21	9	15.0	48	39	126.0	281.0	633.0	523.0	143	282	108.0
425-Paper0641	Rethinking Surgical Instrument Segmentation: A Background Image Can Be All You Need	29	78	149.0	9	25	347.0	6	31	71.0	2	12	40.0	7	39	54.0	91.0	268.0	769.0	38	83	108.0
426-Paper2077	Retrieval of surgical phase transitions using reinforcement learning	36	78	91.0	3	1261	699.0	8	38	88.0	7	7	261.0	13	37	44.0	171.0	1466.0	1296.0	104	45	113.0
427-Paper1808	Revealing Continuous Brain Dynamical Organization with Multimodal Graph Transformer	19	29	49.0	10	37	22.0	22	26	11.0	13	4	24.0	54	17	42.0	232.0	131.0	368.0	114	18	220.0
428-Paper0359	Rib Suppression in Digital Chest Tomosynthesis	27	59	91.0	3	120	191.0	46	8	56.0	1	13	13.0	66	53	60.0	313.0	276.0	531.0	170	23	120.0
429-Paper2294	Robust Segmentation of Brain MRI in the Wild with Hierarchical CNNs and no Retraining	45	73	34.0	55	61	1.0	50	36	29.0	30	41	29.0	104	72	17.0	319.0	344.0	254.0	35	61	144.0
430-Paper0042	RPLHR-CT Dataset and Transformer Baseline for Volumetric Super-Resolution from CT Scans	42	66	126.0	284	24	1.0	66	112	10.0	7	12	2.0	16	41	106.0	442.0	392.0	326.0	27	137	81.0
431-Paper2738	RT-DNAS: Real-time Constrained Differentiable Neural Architecture Search for 3D Cardiac Cine MRI Segmentation	56	55	53.0	56	74	73.0	38	33	18.0	11	43	13.0	65	45	21.0	573.0	264.0	184.0	347	14	6.0
432-Paper2234	RTN: Reinforced Transformer Network for Coronary CT Angiography Vessel-level Image Quality Assessment	72	37	89.0	305	265	7.0	57	54	15.0	10	33	1.0	43	48	137.0	538.0	482.0	334.0	51	45	85.0
433-Paper0279	S3R: Self-supervised Spectral Regression for Hyperspectral Histopathology Image Classification	50	38	104.0	48	89	79.0	7	35	26.0	17	12	26.0	51	77	53.0	316.0	295.0	574.0	143	44	286.0
434-Paper0610	S5CL: Unifying Fully-Supervised, Self-Supervised, and Semi-Supervised Learning Through Hierarchical Contrastive Learning	55	77	83.0	17	170	86.0	44	19	40.0	10	16	8.0	71	114	43.0	450.0	465.0	294.0	253	69	34.0
435-Paper0710	Sample hardness based gradient loss for long-tailed cervical cell detection	75	63	52.0	2	48	51.0	46	47	19.0	36	31	74.0	77	44	76.0	319.0	295.0	344.0	83	62	72.0
436-Paper0559	SAPJNet: Sequence-Adaptive Prototype-Joint Network for Small Sample Multi-Sequence MRI Diagnosis	140	89	39.0	284	388	7.0	140	37	42.0	284	12	14.0	284	39	81.0	1416.0	602.0	363.0	284	37	180.0
437-Paper0153	SATr: Slice Attention with Transformer for Universal Lesion Detection	21	45	44.0	6	78	21.0	23	60	3.0	7	16	3.0	59	73	58.0	169.0	343.0	179.0	53	71	50.0
438-Paper2686	Scale-Equivariant Unrolled Neural Networks for Data-Efficient Accelerated MRI Reconstruction	34	24	42.0	158	13	139.0	27	23	26.0	25	14	9.0	26	44	24.0	342.0	166.0	319.0	72	48	79.0
439-Paper1966	Screening of Dementia on OCTA Images via Multi-projection Consistency and Complementarity	51	34	38.0	45	15	30.0	54	28	10.0	18	7	10.0	51	82	31.0	318.0	250.0	240.0	99	84	121.0
440-Paper1416	Scribble2D5: Weakly-Supervised Volumetric Image Segmentation via Scribble Annotations	74	56	52.0	112	23	244.0	28	8	37.0	27	23	8.0	93	89	46.0	600.0	245.0	420.0	266	46	33.0
441-Paper0453	Scribble-Supervised Medical Image Segmentation via Dual-Branch Network and Dynamically Mixed Pseudo Labels Supervision	55	38	0.0	98	48	0.0	40	65	0.0	22	18	0.0	94	52	0.0	450.0	344.0	0.0	141	123	0.0
442-Paper1998	SD-LayerNet: Semi-supervised retinal layer segmentation in OCT using disentangled representation with anatomical priors	32	61	70.0	110	5	101.0	57	5	15.0	12	8	1.0	62	67	52.0	327.0	217.0	274.0	54	71	35.0
443-Paper1826	SeATrans: Learning Segmentation-Assisted diagnosis model via Transformer	43	34	84.0	2	57	80.0	2	4	58.0	41	10	27.0	34	46	101.0	178.0	175.0	400.0	56	24	50.0
444-Paper2257	Segmentation of Whole-brain Tractography: A Deep Learning Algorithm Based on 3D Raw Curve Points	41	47	58.0	10	68	1.0	49	37	30.0	14	13	8.0	53	60	45.0	328.0	350.0	275.0	161	125	133.0
445-Paper1676	Self-Ensembling Vision Transformer (SEViT) for Robust Medical Image Classification	37	21	59.0	26	120	50.0	7	11	9.0	3	5	11.0	40	25	8.0	206.0	200.0	285.0	93	18	148.0
446-Paper1504	Self-learning and One-shot Learning based Single-slice Annotation for 3D Medical Image Segmentation	22	141	37.0	133	360	23.0	12	51	12.0	2	38	4.0	56	51	23.0	255.0	857.0	138.0	30	216	39.0
447-Paper1341	SelfMix: A Self-adaptive Data Augmentation Method for Lesion Segmentation	38	36	32.0	30	193	5.0	11	23	1.0	12	5	5.0	46	24	30.0	207.0	417.0	325.0	70	136	252.0
448-Paper2822	Self-Rating Curriculum Learning for Localization and Segmentation of Tuberculosis on Chest Radiograph	52	24	131.0	121	181	157.0	27	40	34.0	15	4	47.0	33	20	20.0	287.0	316.0	490.0	39	47	101.0
449-Paper0442	Self-supervised 3D anatomy segmentation using self-distilled masked image transformer (SMIT)	126	43	49.0	239	5	56.0	61	29	12.0	12	10	14.0	60	19	28.0	520.0	135.0	272.0	22	29	113.0
450-Paper1766	Self-supervised 3D Patient Modeling with Multi-modal Attentive Fusion	100	61	141.0	126	191	422.0	20	44	47.0	26	55	61.0	37	44	176.0	355.0	404.0	986.0	46	9	139.0
451-Paper0450	Self-Supervised Depth Estimation in Laparoscopic Image using 3D Geometric Consistency	61	59	32.0	28	288	6.0	24	52	43.0	1	14	10.0	145	37	54.0	515.0	503.0	499.0	256	53	354.0
452-Paper2634	Self-Supervised Learning of Morphological Representation for 3D EM Segments with Cluster-Instance Correlations	45	43	43.0	93	65	124.0	8	64	20.0	6	8	15.0	68	16	36.0	266.0	384.0	258.0	46	188	20.0
453-Paper2043	Self-Supervised Pre-Training for Nuclei Segmentation	55	44	85.0	10	55	90.0	13	5	103.0	22	32	32.0	14	47	62.0	374.0	297.0	675.0	260	114	303.0
454-Paper0106	Semi-supervised histological image segmentation via hierarchical consistency enforcement	58	106	38.0	169	69	6.0	43	83	23.0	16	9	16.0	83	110	85.0	568.0	479.0	358.0	199	102	190.0
455-Paper0597	Semi-supervised Learning for Nerve Segmentation in Corneal Confocal Microscope Photography	55	58	73.0	55	79	147.0	47	17	9.0	30	1	13.0	43	69	32.0	265.0	267.0	311.0	35	43	37.0
456-Paper1900	Semi-supervised learning with data harmonisation for biomarker discovery from resting state fMRI	42	12	120.0	205	107	546.0	31	36	62.0	1	3	30.0	25	5	128.0	340.0	172.0	1149.0	36	9	263.0
457-Paper0358	Semi-Supervised Medical Image Classification with Temporal Knowledge-Aware Regularization	37	81	71.0	57	63	4.0	14	16	30.0	11	11	4.0	38	55	84.0	235.0	335.0	332.0	78	109	139.0
458-Paper0427	Semi-Supervised Medical Image Segmentation Using Cross-Model Pseudo-Supervision with Shape Awareness and Local Context Constraints	62	66	72.0	111	145	36.0	11	25	25.0	12	15	22.0	12	17	25.0	259.0	295.0	267.0	51	27	87.0
459-Paper1441	Semi-Supervised PR Virtual Staining for Breast Histopathological Images	27	44	14.0	12	207	53.0	24	49	40.0	12	16	1.0	9	8	33.0	95.0	347.0	182.0	11	23	41.0
460-Paper0482	Semi-Supervised Spatial Temporal Attention Network for Video Polyp Segmentation	47	25	29.0	26	109	32.0	31	33	15.0	56	19	11.0	100	17	30.0	391.0	231.0	165.0	131	28	48.0
461-Paper0543	Sensor Geometry Generalization to Untrained Conditions in Quantitative Ultrasound Imaging	106	22	19.0	447	40	77.0	57	9	22.0	96	24	1.0	127	38	18.0	918.0	142.0	199.0	85	9	62.0
462-Paper0415	SETMIL: Spatial Encoding Transformer-based Multiple Instance Learning for Pathological Image Analysis	65	45	40.0	2	106	81.0	13	32	14.0	9	6	18.0	68	34	117.0	263.0	418.0	402.0	106	195	132.0
463-Paper2204	SGT: Scene Graph-Guided Transformer for Surgical Report Generation	47	89	65.0	127	16	34.0	6	57	26.0	10	46	3.0	19	36	77.0	232.0	323.0	369.0	23	79	164.0
464-Paper0193	Shape-Aware Weakly/Semi-Supervised Optic Disc and Cup Segmentation with Regional/Marginal Consistency	49	26	73.0	64	3	75.0	29	19	143.0	20	3	14.0	22	31	29.0	218.0	208.0	343.0	34	126	9.0
465-Paper1627	Shape-based features of white matter fiber-tracts associated with outcome in Major Depression Disorder	61	23	26.0	379	26	65.0	47	17	9.0	7	19	51.0	60	8	47.0	883.0	141.0	220.0	329	48	22.0
466-Paper0537	ShapePU: A New PU Learning Framework Regularized by Global Consistency for Scribble Supervised Cardiac Segmentation	53	46	82.0	226	45	191.0	24	29	37.0	22	15	44.0	84	44	79.0	452.0	192.0	622.0	43	13	189.0
467-Paper2725	Show, Attend and Detect: Towards Fine-grained Assessment of Abdominal Aortic Calcification on Vertebral Fracture Assessment Scans	81	58	86.0	45	292	392.0	62	38	62.0	1	12	46.0	164	38	24.0	407.0	625.0	639.0	54	187	29.0
468-Paper0060	Siamese Encoder-based Spatial-Temporal Mixer for Growth Trend Prediction of Lung Nodules on CT Scans	88	41	61.0	96	55	71.0	66	61	21.0	1	38	32.0	99	88	38.0	460.0	352.0	381.0	110	69	158.0
469-Paper1539	Simultaneous Bone and Shadow Segmentation Network using Task Correspondence Consistency	34	32	33.0	25	175	11.0	36	18	7.0	2	11	4.0	31	10	50.0	170.0	258.0	144.0	42	12	39.0
470-Paper0924	Skin Lesion Recognition with Class-Hierarchy Regularized Hyperbolic Embeddings	53	51	63.0	189	14	115.0	15	21	41.0	76	1	51.0	90	16	44.0	522.0	248.0	371.0	99	145	57.0
471-Paper1806	SLAM-TKA: Real-time Intra-operative Measurement of Tibial Resection Plane in Conventional Total Knee Arthroplasty	50	50	38.0	555	66	18.0	21	13	41.0	18	7	37.0	22	28	46.0	707.0	173.0	183.0	41	9	3.0
472-Paper2190	SMESwin Unet: Merging CNN and Transformer for Medical Image Segmentation	66	70	66.0	176	68	185.0	29	24	41.0	4	3	25.0	132	54	32.0	476.0	292.0	420.0	69	73	71.0
473-Paper2715	Sparse Interpretation of Graph Convolutional Networks for Multi-Modal Diagnosis of Alzheimer's Disease	64	29	25.0	137	94	60.0	68	30	17.0	22	8	14.0	51	45	33.0	443.0	225.0	157.0	101	19	8.0
474-Paper1168	Spatial-hierarchical Graph Neural Network with Dynamic Structure Learning for Histological Image Classification	57	53	39.0	29	26	259.0	61	32	18.0	23	15	29.0	102	39	31.0	320.0	252.0	391.0	48	87	15.0
475-Paper0557	Spatiotemporal Attention for Early Prediction of Hepatocellular Carcinoma based on Longitudinal Ultrasound Images	38	43	82.0	190	62	161.0	36	42	44.0	24	4	10.0	74	32	26.0	467.0	244.0	345.0	105	61	22.0
476-Paper1715	Spatio-temporal motion correction and iterative reconstruction of in-utero fetal fMRI	36	37	37.0	20	149	79.0	46	15	24.0	20	20	14.0	23	39	24.0	202.0	409.0	216.0	57	149	38.0
477-Paper0361	Stabilize, Decompose, and Denoise: Self-Supervised Fluoroscopy Denoising	56	51	29.0	14	455	180.0	12	30	3.0	4	11	1.0	49	21	3.0	326.0	574.0	219.0	191	6	3.0
478-Paper1623	Stay focused - Enhancing model interpretability through guided feature training	98	79	29.0	66	99	164.0	24	70	26.0	9	24	41.0	78	90	38.0	343.0	540.0	381.0	68	178	83.0
479-Paper1049	Stepwise Feature Fusion: Local Guides Global	40	43	47.0	140	33	194.0	54	29	52.0	6	13	59.0	28	40	132.0	359.0	227.0	942.0	91	69	458.0
480-Paper2108	Stereo Depth Estimation via Self-Supervised Contrastive Representation Learning	22	25	26.0	6	64	47.0	4	16	20.0	32	21	7.0	80	61	26.0	153.0	245.0	335.0	9	58	209.0
481-Paper0252	Stroke lesion segmentation from low-quality and few-shot MRIs via similarity-weighted self-ensembling framework	147	46	62.0	409	208	70.0	87	55	33.0	44	6	8.0	69	58	37.0	1104.0	439.0	332.0	348	66	122.0
482-Paper0050	Structure-consistent Restoration Network for Cataract Fundus Image Enhancement	75	90	36.0	51	57	13.0	101	12	74.0	10	38	6.0	52	71	35.0	506.0	433.0	209.0	217	165	45.0
483-Paper1454	Super-Focus: Domain Adaptation for Embryo Imaging via Self-Supervised Focal Plane Regression	57	89	78.0	141	25	73.0	16	13	39.0	28	30	14.0	23	30	45.0	299.0	245.0	513.0	34	58	264.0
484-Paper1684	SUPER-IVIM-DC: Intra-voxel incoherent motion based Fetal lung maturity assessment from limited DWI data using supervised learning coupled with data-consistency	117	148	55.0	32	20	63.0	50	18	93.0	69	40	12.0	35	25	62.0	400.0	405.0	323.0	97	154	38.0
485-Paper2448	Supervised Contrastive Learning to Classify Paranasal Anomalies in the Maxillary Sinus	26	24	41.0	58	10	81.0	35	59	39.0	34	7	24.0	22	32	58.0	311.0	185.0	323.0	136	53	80.0
486-Paper1659	Supervised Deep Learning for Head Motion Correction in PET	78	65	67.0	269	159	1106.0	148	75	46.0	269	10	65.0	41	59	138.0	1074.0	516.0	1467.0	269	148	45.0
487-Paper1418	Suppressing Poisoning Attacks on Federated Learning for Medical Imaging	73	31	49.0	120	202	5.0	22	127	19.0	11	16	1.0	19	48	48.0	336.0	504.0	214.0	91	80	92.0
489-Paper2739	Surgical Scene Segmentation Using Semantic Image Synthesis with a Virtual Surgery Environment	33	71	57.0	22	55	153.0	70	89	26.0	3	10	47.0	39	55	58.0	172.0	319.0	433.0	5	39	92.0
490-Paper0951	Surgical Skill Assessment via Video Semantic Aggregation	28	40	87.0	44	3	85.0	29	27	60.0	5	7	47.0	61	34	122.0	273.0	225.0	538.0	106	114	137.0
491-Paper0916	Surgical-VQA: Visual Question Answering in Surgical Scenes using Transformer	46	37	95.0	5	75	117.0	38	55	11.0	6	97	8.0	67	30	68.0	271.0	497.0	381.0	109	203	82.0
492-Paper1119	Survival Prediction of Brain Cancer with Incomplete Radiology, Pathology, Genomic, and Demographic Data	43	93	82.0	83	274	182.0	53	19	24.0	8	11	29.0	302	46	100.0	632.0	483.0	507.0	143	40	90.0
493-Paper0015	SVoRT: Iterative Transformer for Slice-to-Volume Registration in Fetal Brain MRI	71	102	63.0	600	145	86.0	31	81	46.0	40	10	41.0	36	122	62.0	830.0	511.0	342.0	52	51	44.0
494-Paper1401	Swin Deformable Attention U-Net Transformer (SDAUT) for Explainable Fast MRI	20	31	70.0	61	31	129.0	26	82	45.0	21	3	31.0	56	31	35.0	256.0	391.0	505.0	72	213	195.0
495-Paper0819	Swin-VoxelMorph: A Symmetric Unsupervised Learning Model for Deformable Medical Image Registration Using Swin Transformer	95	36	48.0	59	13	66.0	45	22	35.0	8	22	15.0	53	31	22.0	266.0	164.0	219.0	6	40	33.0
496-Paper0194	Tagged-MRI Sequence to Audio Synthesis via Self Residual Attention Guided Heterogeneous Translator	16	46	105.0	72	12	215.0	29	25	22.0	9	17	10.0	40	86	48.0	241.0	198.0	475.0	75	12	75.0
497-Paper0832	Task-oriented Self-supervised Learning for Anomaly Detection in Electroencephalography	58	37	9.0	164	43	93.0	37	11	52.0	9	14	1.0	27	25	37.0	354.0	260.0	253.0	59	130	61.0
498-Paper0887	Task-relevant Feature Replenishment for Cross-centre Polyp Segmentation	142	32	29.0	12	114	43.0	37	38	63.0	54	8	25.0	51	46	33.0	400.0	284.0	354.0	104	46	161.0
499-Paper1318	TBraTS: Trusted Brain Tumor Segmentation	37	42	34.0	26	323	53.0	13	48	4.0	10	4	4.0	25	26	35.0	131.0	485.0	258.0	20	42	128.0
500-Paper1738	Test Time Transform Prediction for Open Set Histopathological Image Recognition	125	36	18.0	152	76	62.0	19	16	6.0	19	17	33.0	23	15	27.0	345.0	171.0	193.0	7	11	47.0
501-Paper0841	Test-time Adaptation with Calibration of Medical Image Classification Nets for Label Distribution Shift	73	114	57.0	111	35	129.0	12	38	45.0	14	9	3.0	32	50	78.0	271.0	361.0	499.0	29	115	187.0
502-Paper2231	Test-Time Adaptation with Shape Moments for Image Segmentation	152	105	25.0	104	356	64.0	88	56	25.0	25	72	52.0	51	37	57.0	510.0	816.0	248.0	90	190	25.0
503-Paper0733	Test-time image-to-image translation ensembling improves out-of-distribution generalization in histopathology	35	74	55.0	29	126	34.0	5	13	14.0	6	29	14.0	28	34	50.0	166.0	358.0	278.0	63	82	111.0
504-Paper2524	TGANet: Text-guided attention for improved polyp segmentation	50	39	31.0	71	25	80.0	61	32	26.0	10	19	7.0	25	86	45.0	292.0	314.0	267.0	75	113	78.0
505-Paper2266	The (de)biasing effect of GAN-based augmentation methods on skin lesion images	39	78	51.0	91	73	39.0	11	73	19.0	4	11	10.0	12	83	34.0	187.0	428.0	186.0	30	110	33.0
506-Paper2284	The Dice loss in the context of missing or empty labels: introducing Ph and 	41	71	98.0	129	67	118.0	47	39	41.0	16	45	9.0	41	53	46.0	301.0	448.0	381.0	27	173	69.0
507-Paper1636	The Intrinsic Manifolds of Radiological Images and their Role in Deep Learning	61	72	0.0	20	67	0.0	7	42	0.0	10	4	0.0	13	54	0.0	128.0	452.0	0.0	17	213	0.0
508-Paper2523	The Semi-constrained Network-Based Statistic (scNBS): integrating local and global information for brain network inference	70	59	47.0	70	24	173.0	66	20	10.0	67	176	15.0	37	16	25.0	447.0	387.0	280.0	137	92	10.0
509-Paper0158	Thoracic Lymph Node Segmentation in CT imaging via Lymph Node Station Stratification and Size Encoding	27	60	113.0	51	22	218.0	45	20	94.0	27	1	13.0	36	62	71.0	208.0	276.0	603.0	22	111	94.0
510-Paper1449	TINC: Temporally Informed Non-Contrastive Learning for Disease Progression Modeling in Retinal OCT Volumes	74	40	32.0	332	86	93.0	20	8	15.0	29	2	23.0	77	18	36.0	579.0	163.0	257.0	47	9	58.0
511-Paper2727	TMSS: An End-to-End Transformer-based Multimodal Network for Segmentation and Survival Prediction	21	21	57.0	78	6	258.0	22	13	54.0	1	11	34.0	19	33	69.0	193.0	100.0	499.0	52	16	27.0
512-Paper2295	Toward Clinically Assisted Colorectal Polyp Recognition via Structured Cross-modal Representation Consistency	20	17	20.0	55	195	18.0	45	12	45.0	15	1	27.0	21	23	29.0	187.0	294.0	146.0	31	46	7.0
513-Paper2769	Towards Confident Detection of Prostate Cancer using High Resolution Micro-ultrasound	51	52	50.0	127	33	39.0	5	15	54.0	1	9	29.0	24	73	43.0	228.0	321.0	298.0	20	139	83.0
514-Paper1162	Towards Holistic Surgical Scene Understanding	95	73	56.0	100	58	48.0	45	27	8.0	59	9	21.0	160	133	65.0	503.0	358.0	246.0	44	58	48.0
515-Paper1782	Towards performant and reliable undersampled MR reconstruction via diffusion model sampling	38	23	89.0	34	99	84.0	27	25	31.0	8	13	34.0	61	39	76.0	255.0	383.0	336.0	87	184	22.0
516-Paper0313	Towards Unsupervised Ultrasound Video Clinical Quality Assessment with Multi-Modality Data	42	97	15.0	193	386	162.0	15	41	13.0	4	37	26.0	31	50	22.0	299.0	643.0	275.0	14	32	37.0
517-Paper0500	Tracking by weakly-supervised learning and graph optimization for whole-embryo C. elegans lineages	85	61	66.0	371	297	4.0	34	91	28.0	53	25	34.0	79	24	98.0	772.0	552.0	397.0	150	54	167.0
518-Paper2282	TractoFormer: A Novel Fiber-level Whole Brain Tractography Analysis Framework Using Spectral Embedding and Vision Transformers	25	37	54.0	64	75	1.0	12	17	22.0	2	19	12.0	57	29	49.0	216.0	226.0	356.0	56	49	218.0
519-Paper1253	TransEM: Residual Swin-Transformer based regularized PET image reconstruction	96	69	59.0	34	32	497.0	39	31	83.0	10	1	116.0	13	72	53.0	336.0	284.0	1079.0	144	79	271.0
520-Paper1473	Transformer based feature fusion for left ventricle segmentation in 4D flow MRI	46	57	45.0	17	41	216.0	29	15	7.0	19	15	13.0	59	82	39.0	183.0	243.0	332.0	13	33	12.0
521-Paper0965	Transformer based multiple instance learning for weakly supervised histopathology image segmentation	78	84	50.0	19	172	65.0	53	26	23.0	15	25	4.0	58	25	46.0	355.0	445.0	327.0	132	113	139.0
522-Paper1805	Transformer Based Multi-task Deep Learning with Intravoxel Incoherent Motion Model Fitting for Microvascular Invasion Prediction of Hepatocellular Carcinoma	36	59	65.0	57	192	159.0	24	4	34.0	5	6	11.0	35	25	21.0	199.0	339.0	306.0	42	53	16.0
523-Paper1238	Transformer Based Multi-View Network for Mammographic Image Classification	71	49	48.0	55	48	10.0	43	50	13.0	21	3	13.0	11	27	41.0	277.0	271.0	143.0	76	94	18.0
524-Paper0423	Transformer Lesion Tracker	39	22	0.0	66	50	0.0	16	39	0.0	18	24	0.0	18	70	0.0	311.0	383.0	0.0	154	178	0.0
525-Paper1461	Transforming the Interactive Segmentation for Medical Imaging	30	56	108.0	248	36	301.0	20	22	39.0	5	50	13.0	41	72	42.0	362.0	301.0	610.0	18	65	107.0
526-Paper1860	TransFusion: Multi-view Divergent Fusion for Medical Image Segmentation with Transformers	38	34	25.0	78	32	24.0	51	19	14.0	46	23	6.0	24	36	51.0	297.0	218.0	151.0	60	74	31.0
527-Paper0417	TranSQ: Transformer-based Semantic Query for Medical Report Generation	94	44	66.0	73	23	341.0	71	16	67.0	30	37	49.0	83	24	30.0	428.0	219.0	575.0	77	75	22.0
528-Paper0837	Trichomonas Vaginalis Segmentation in Microscope Images	52	65	26.0	66	101	147.0	27	30	9.0	22	160	20.0	40	48	50.0	289.0	483.0	271.0	82	79	19.0
529-Paper0983	UASSR:Unsupervised Arbitrary Scale Super-resolution Reconstruction of Single Anisotropic 3D images via Disentangled Representation Learning?	88	50	37.0	458	7	107.0	98	3	13.0	151	28	17.0	31	63	35.0	1023.0	212.0	241.0	197	61	32.0
530-Paper0805	ULTRA: Uncertainty-aware Label Distribution Learning for Breast Tumor Cellularity Assessment	52	67	104.0	233	56	158.0	12	23	39.0	9	14	32.0	24	55	7.0	342.0	320.0	405.0	12	105	65.0
531-Paper2324	Uncertainty Aware Sampling Framework of Weak-Label Learning for Histology Image Classification	29	74	30.0	40	93	121.0	62	17	47.0	6	17	14.0	15	38	64.0	194.0	466.0	284.0	42	227	8.0
