category		clarity	clarity	clarity	rate	rate	rate	confidence	confidence	confidence	rate rebuttal	rate rebuttal	rate rebuttal
408-Paper2438	Recurrent Implicit Neural Graph for Deformable Tracking in Endoscopic Videos	Good	Satisfactory	Satisfactory	6	6	6	Somewhat Confident	Somewhat Confident	Somewhat Confident	N/A	N/A	N/A
409-Paper0524	Reducing Positional Variance in Cross-sectional Abdominal CT Slices with Deep Conditional Generative Models	Good	Very Good	Satisfactory	5	5	3	Confident but not absolutely certain	Very confident	Very confident	Not Answered	Not Answered	3
410-Paper1513	RefineNet: An Automated Framework to Generate Task and Subject-Specific Brain Parcellations for Resting-State fMRI Analysis	Satisfactory	Excellent	Good	5	8	5	Confident but not absolutely certain	Very confident	Confident but not absolutely certain	N/A	N/A	N/A
411-Paper2050	Region Proposal Rectification Towards Robust Instance Segmentation of Biological Images	Good	Very Good	Very Good	6	6	5	Confident but not absolutely certain	Confident but not absolutely certain	Confident but not absolutely certain	N/A	N/A	N/A
412-Paper2308	Region-guided CycleGANs for Stain Transfer in Whole Slide Images	Good	Very Good	Very Good	4	6	4	Very confident	Confident but not absolutely certain	Confident but not absolutely certain	5	Not Answered	4
413-Paper1821	Regression Metric Loss: Learning a Semantic Representation Space for Medical Images	Very Good	Poor	Good	7	4	5	Confident but not absolutely certain	Confident but not absolutely certain	Very confident	7	Not Answered	Not Answered
414-Paper1003	Reinforcement Learning Driven Intra-modal and Inter-modal Representation Learning for 3D Medical Image Classification	Very Good	Satisfactory	Very Good	5	3	5	Confident but not absolutely certain	Very confident	Very confident	5	Not Answered	Not Answered
415-Paper1608	Reinforcement learning for active modality selection during diagnosis	Good	Satisfactory	Very Good	6	4	6	Confident but not absolutely certain	Confident but not absolutely certain	Somewhat Confident	Not Answered	5	Not Answered
416-Paper2249	Reliability of quantification estimates in MR Spectroscopy: CNNs vs. traditional model fitting	Very Good	Excellent	Very Good	6	6	5	Confident but not absolutely certain	Very confident	Confident but not absolutely certain	N/A	N/A	N/A
417-Paper0724	Reliability-aware Contrastive Self-ensembling for Semi-supervised Medical Image Classification	Excellent	Very Good	Excellent	8	7	6	Very confident	Very confident	Very confident	N/A	N/A	N/A
418-Paper0235	ReMix: A General and Efficient Framework for Multiple Instance Learning based Whole Slide Image Classification	Very Good	Good	Very Good	6	4	6	Very confident	Very confident	Very confident	N/A	N/A	N/A
419-Paper1023	RemixFormer: A Transformer Model for Precision Skin Tumor Differential Diagnosis via Multi-modal Imaging and Non-imaging Data	Good	Good	Good	4	5	5	Very confident	Confident but not absolutely certain	Very confident	Not Answered	6	4
420-Paper0090	Removal of Confounders via Invariant Risk Minimization for Medical Diagnosis	Excellent	Good	Very Good	7	5	6	Confident but not absolutely certain	Confident but not absolutely certain	Confident but not absolutely certain	N/A	N/A	N/A
421-Paper2844	RepsNet: Combining Vision with Language for Automated Medical Reports	Good	Good	Poor	5	5	4	Somewhat Confident	Confident but not absolutely certain	Confident but not absolutely certain	Not Answered	Not Answered	5
422-Paper1632	Residual Wavelon Convolutional Networks for Characterization of Disease Response on MRI	Excellent	Satisfactory	Excellent	5	3	7	Confident but not absolutely certain	Very confident	Confident but not absolutely certain	5	Not Answered	6
423-Paper2639	Rethinking Breast Lesion Segmentation in Ultrasound: A New Video Dataset and A Baseline Network	Very Good	Very Good	Very Good	6	6	5	Confident but not absolutely certain	Very confident	Very confident	N/A	N/A	N/A
424-Paper0739	Rethinking Surgical Captioning: End-to-End Window-Based MLP Transformer Using Patches	Excellent	Good	Good	5	5	5	Confident but not absolutely certain	Very confident	Confident but not absolutely certain	6	4	5
425-Paper0641	Rethinking Surgical Instrument Segmentation: A Background Image Can Be All You Need	Good	Good	Excellent	5	4	7	Confident but not absolutely certain	Confident but not absolutely certain	Very confident	Not Answered	Not Answered	8
426-Paper2077	Retrieval of surgical phase transitions using reinforcement learning	Good	Very Good	Good	4	5	4	Very confident	Confident but not absolutely certain	Confident but not absolutely certain	Not Answered	5	5
427-Paper1808	Revealing Continuous Brain Dynamical Organization with Multimodal Graph Transformer	Very Good	Good	Poor	7	7	4	Confident but not absolutely certain	Confident but not absolutely certain	Confident but not absolutely certain	N/A	N/A	N/A
428-Paper0359	Rib Suppression in Digital Chest Tomosynthesis	Very Good	Very Good	Very Good	4	6	5	Very confident	Confident but not absolutely certain	Very confident	5	6	5
429-Paper2294	Robust Segmentation of Brain MRI in the Wild with Hierarchical CNNs and no Retraining	Excellent	Very Good	Good	7	5	3	Confident but not absolutely certain	Very confident	Very confident	Not Answered	6	3
430-Paper0042	RPLHR-CT Dataset and Transformer Baseline for Volumetric Super-Resolution from CT Scans	Very Good	Good	Very Good	5	4	6	Somewhat Confident	Confident but not absolutely certain	Confident but not absolutely certain	Not Answered	5	7
431-Paper2738	RT-DNAS: Real-time Constrained Differentiable Neural Architecture Search for 3D Cardiac Cine MRI Segmentation	Good	Good	Good	4	5	6	Confident but not absolutely certain	Not Confident	Somewhat Confident	Not Answered	Not Answered	Not Answered
432-Paper2234	RTN: Reinforced Transformer Network for Coronary CT Angiography Vessel-level Image Quality Assessment	Satisfactory	Good	Very Good	3	6	6	Confident but not absolutely certain	Confident but not absolutely certain	Confident but not absolutely certain	3	6	Not Answered
433-Paper0279	S3R: Self-supervised Spectral Regression for Hyperspectral Histopathology Image Classification	Satisfactory	Very Good	Good	4	5	4	Very confident	Confident but not absolutely certain	Confident but not absolutely certain	Not Answered	Not Answered	5
434-Paper0610	S5CL: Unifying Fully-Supervised, Self-Supervised, and Semi-Supervised Learning Through Hierarchical Contrastive Learning	Good	Very Good	Very Good	5	5	5	Very confident	Confident but not absolutely certain	Very confident	N/A	N/A	N/A
435-Paper0710	Sample hardness based gradient loss for long-tailed cervical cell detection	Good	Good	Good	4	6	6	Very confident	Confident but not absolutely certain	Very confident	5	6	Not Answered
436-Paper0559	SAPJNet: Sequence-Adaptive Prototype-Joint Network for Small Sample Multi-Sequence MRI Diagnosis	Good	Satisfactory	Very Good	4	5	6	Very confident	Confident but not absolutely certain	Confident but not absolutely certain	Not Answered	Not Answered	Not Answered
437-Paper0153	SATr: Slice Attention with Transformer for Universal Lesion Detection	Very Good	Good	Very Good	6	5	6	Very confident	Confident but not absolutely certain	Confident but not absolutely certain	N/A	N/A	N/A
438-Paper2686	Scale-Equivariant Unrolled Neural Networks for Data-Efficient Accelerated MRI Reconstruction	Satisfactory	Very Good	Good	4	7	5	Very confident	Very confident	Confident but not absolutely certain	Not Answered	Not Answered	Not Answered
439-Paper1966	Screening of Dementia on OCTA Images via Multi-projection Consistency and Complementarity	Very Good	Good	Good	5	5	5	Very confident	Very confident	Very confident	N/A	N/A	N/A
440-Paper1416	Scribble2D5: Weakly-Supervised Volumetric Image Segmentation via Scribble Annotations	Good	Very Good	Satisfactory	6	5	4	Somewhat Confident	Very confident	Confident but not absolutely certain	Not Answered	Not Answered	5
441-Paper0453	Scribble-Supervised Medical Image Segmentation via Dual-Branch Network and Dynamically Mixed Pseudo Labels Supervision	Good	Very Good		6	6		Very confident	Very confident		N/A	N/A	
442-Paper1998	SD-LayerNet: Semi-supervised retinal layer segmentation in OCT using disentangled representation with anatomical priors	Very Good	Excellent	Good	6	6	6	Very confident	Confident but not absolutely certain	Very confident	N/A	N/A	N/A
443-Paper1826	SeATrans: Learning Segmentation-Assisted diagnosis model via Transformer	Very Good	Very Good	Good	6	5	6	Confident but not absolutely certain	Confident but not absolutely certain	Confident but not absolutely certain	N/A	N/A	N/A
444-Paper2257	Segmentation of Whole-brain Tractography: A Deep Learning Algorithm Based on 3D Raw Curve Points	Excellent	Very Good	Satisfactory	3	6	5	Very confident	Confident but not absolutely certain	Confident but not absolutely certain	2	Not Answered	Not Answered
445-Paper1676	Self-Ensembling Vision Transformer (SEViT) for Robust Medical Image Classification	Very Good	Good	Good	6	4	6	Confident but not absolutely certain	Confident but not absolutely certain	Confident but not absolutely certain	N/A	N/A	N/A
446-Paper1504	Self-learning and One-shot Learning based Single-slice Annotation for 3D Medical Image Segmentation	Good	Very Good	Very Good	6	5	6	Very confident	Very confident	Confident but not absolutely certain	N/A	N/A	N/A
447-Paper1341	SelfMix: A Self-adaptive Data Augmentation Method for Lesion Segmentation	Good	Good	Satisfactory	5	4	5	Confident but not absolutely certain	Very confident	Very confident	Not Answered	4	6
448-Paper2822	Self-Rating Curriculum Learning for Localization and Segmentation of Tuberculosis on Chest Radiograph	Good	Very Good	Satisfactory	5	4	6	Very confident	Very confident	Confident but not absolutely certain	Not Answered	Not Answered	Not Answered
449-Paper0442	Self-supervised 3D anatomy segmentation using self-distilled masked image transformer (SMIT)	Very Good	Good	Good	5	5	5	Very confident	Very confident	Confident but not absolutely certain	N/A	N/A	N/A
450-Paper1766	Self-supervised 3D Patient Modeling with Multi-modal Attentive Fusion	Very Good	Very Good	Very Good	5	5	5	Confident but not absolutely certain	Confident but not absolutely certain	Somewhat Confident	N/A	N/A	N/A
451-Paper0450	Self-Supervised Depth Estimation in Laparoscopic Image using 3D Geometric Consistency	Very Good	Satisfactory	Very Good	7	5	4	Very confident	Somewhat Confident	Very confident	Not Answered	Not Answered	Not Answered
452-Paper2634	Self-Supervised Learning of Morphological Representation for 3D EM Segments with Cluster-Instance Correlations	Excellent	Very Good	Very Good	7	4	6	Very confident	Confident but not absolutely certain	Very confident	Not Answered	4	Not Answered
453-Paper2043	Self-Supervised Pre-Training for Nuclei Segmentation	Good	Good	Very Good	5	4	4	Confident but not absolutely certain	Somewhat Confident	Very confident	Not Answered	4	5
454-Paper0106	Semi-supervised histological image segmentation via hierarchical consistency enforcement	Very Good	Very Good	Very Good	6	6	5	Very confident	Confident but not absolutely certain	Very confident	N/A	N/A	N/A
455-Paper0597	Semi-supervised Learning for Nerve Segmentation in Corneal Confocal Microscope Photography	Good	Very Good	Excellent	6	5	6	Very confident	Very confident	Very confident	N/A	N/A	N/A
456-Paper1900	Semi-supervised learning with data harmonisation for biomarker discovery from resting state fMRI	Very Good	Very Good	Very Good	3	6	5	Very confident	Somewhat Confident	Very confident	3	Not Answered	5
457-Paper0358	Semi-Supervised Medical Image Classification with Temporal Knowledge-Aware Regularization	Good	Very Good	Very Good	4	6	6	Very confident	Very confident	Very confident	Not Answered	6	6
458-Paper0427	Semi-Supervised Medical Image Segmentation Using Cross-Model Pseudo-Supervision with Shape Awareness and Local Context Constraints	Satisfactory	Very Good	Very Good	4	5	6	Very confident	Very confident	Very confident	5	5	5
459-Paper1441	Semi-Supervised PR Virtual Staining for Breast Histopathological Images	Very Good	Very Good	Very Good	6	6	6	Very confident	Very confident	Very confident	N/A	N/A	N/A
460-Paper0482	Semi-Supervised Spatial Temporal Attention Network for Video Polyp Segmentation	Very Good	Very Good	Satisfactory	6	5	5	Very confident	Confident but not absolutely certain	Very confident	N/A	N/A	N/A
461-Paper0543	Sensor Geometry Generalization to Untrained Conditions in Quantitative Ultrasound Imaging	Very Good	Very Good	Very Good	6	7	7	Confident but not absolutely certain	Confident but not absolutely certain	Confident but not absolutely certain	N/A	N/A	N/A
462-Paper0415	SETMIL: Spatial Encoding Transformer-based Multiple Instance Learning for Pathological Image Analysis	Good	Good	Very Good	5	5	6	Very confident	Somewhat Confident	Confident but not absolutely certain	5	Not Answered	Not Answered
463-Paper2204	SGT: Scene Graph-Guided Transformer for Surgical Report Generation	Very Good	Poor	Very Good	6	5	5	Confident but not absolutely certain	Confident but not absolutely certain	Confident but not absolutely certain	N/A	N/A	N/A
464-Paper0193	Shape-Aware Weakly/Semi-Supervised Optic Disc and Cup Segmentation with Regional/Marginal Consistency	Good	Very Good	Excellent	6	4	7	Confident but not absolutely certain	Very confident	Confident but not absolutely certain	N/A	N/A	N/A
465-Paper1627	Shape-based features of white matter fiber-tracts associated with outcome in Major Depression Disorder	Good	Very Good	Good	5	7	6	Confident but not absolutely certain	Somewhat Confident	Somewhat Confident	6	Not Answered	Not Answered
466-Paper0537	ShapePU: A New PU Learning Framework Regularized by Global Consistency for Scribble Supervised Cardiac Segmentation	Very Good	Very Good	Good	6	6	6	Somewhat Confident	Confident but not absolutely certain	Confident but not absolutely certain	6	Not Answered	7
467-Paper2725	Show, Attend and Detect: Towards Fine-grained Assessment of Abdominal Aortic Calcification on Vertebral Fracture Assessment Scans	Good	Very Good	Good	6	4	4	Confident but not absolutely certain	Very confident	Confident but not absolutely certain	Not Answered	Not Answered	Not Answered
468-Paper0060	Siamese Encoder-based Spatial-Temporal Mixer for Growth Trend Prediction of Lung Nodules on CT Scans	Good	Good	Good	4	5	6	Confident but not absolutely certain	Very confident	Confident but not absolutely certain	Not Answered	Not Answered	6
469-Paper1539	Simultaneous Bone and Shadow Segmentation Network using Task Correspondence Consistency	Excellent	Very Good	Very Good	7	4	6	Somewhat Confident	Very confident	Confident but not absolutely certain	Not Answered	5	Not Answered
470-Paper0924	Skin Lesion Recognition with Class-Hierarchy Regularized Hyperbolic Embeddings	Good	Very Good	Excellent	7	6	5	Confident but not absolutely certain	Very confident	Confident but not absolutely certain	N/A	N/A	N/A
471-Paper1806	SLAM-TKA: Real-time Intra-operative Measurement of Tibial Resection Plane in Conventional Total Knee Arthroplasty	Very Good	Very Good	Very Good	4	6	7	Confident but not absolutely certain	Very confident	Confident but not absolutely certain	N/A	N/A	N/A
472-Paper2190	SMESwin Unet: Merging CNN and Transformer for Medical Image Segmentation	Good	Good	Excellent	5	5	5	Very confident	Confident but not absolutely certain	Very confident	N/A	N/A	N/A
473-Paper2715	Sparse Interpretation of Graph Convolutional Networks for Multi-Modal Diagnosis of Alzheimer's Disease	Satisfactory	Good	Good	4	5	6	Confident but not absolutely certain	Very confident	Confident but not absolutely certain	6	Not Answered	Not Answered
474-Paper1168	Spatial-hierarchical Graph Neural Network with Dynamic Structure Learning for Histological Image Classification	Very Good	Very Good	Satisfactory	7	6	5	Very confident	Confident but not absolutely certain	Confident but not absolutely certain	N/A	N/A	N/A
475-Paper0557	Spatiotemporal Attention for Early Prediction of Hepatocellular Carcinoma based on Longitudinal Ultrasound Images	Very Good	Very Good	Good	5	6	5	Very confident	Somewhat Confident	Confident but not absolutely certain	N/A	N/A	N/A
476-Paper1715	Spatio-temporal motion correction and iterative reconstruction of in-utero fetal fMRI	Good	Very Good	Good	6	5	6	Confident but not absolutely certain	Confident but not absolutely certain	Confident but not absolutely certain	N/A	N/A	N/A
477-Paper0361	Stabilize, Decompose, and Denoise: Self-Supervised Fluoroscopy Denoising	Good	Very Good	Satisfactory	4	6	4	Confident but not absolutely certain	Confident but not absolutely certain	Confident but not absolutely certain	5	6	Not Answered
478-Paper1623	Stay focused - Enhancing model interpretability through guided feature training	Good	Good	Satisfactory	4	5	5	Confident but not absolutely certain	Confident but not absolutely certain	Somewhat Confident	4	Not Answered	Not Answered
479-Paper1049	Stepwise Feature Fusion: Local Guides Global	Good	Good	Very Good	5	4	5	Confident but not absolutely certain	Confident but not absolutely certain	Very confident	Not Answered	4	Not Answered
480-Paper2108	Stereo Depth Estimation via Self-Supervised Contrastive Representation Learning	Good	Good	Satisfactory	6	6	3	Confident but not absolutely certain	Confident but not absolutely certain	Confident but not absolutely certain	Not Answered	6	Not Answered
481-Paper0252	Stroke lesion segmentation from low-quality and few-shot MRIs via similarity-weighted self-ensembling framework	Poor	Good	Very Good	4	6	5	Confident but not absolutely certain	Confident but not absolutely certain	Confident but not absolutely certain	5	6	Not Answered
482-Paper0050	Structure-consistent Restoration Network for Cataract Fundus Image Enhancement	Satisfactory	Very Good	Very Good	5	6	6	Very confident	Very confident	Confident but not absolutely certain	N/A	N/A	N/A
483-Paper1454	Super-Focus: Domain Adaptation for Embryo Imaging via Self-Supervised Focal Plane Regression	Very Good	Very Good	Very Good	7	6	6	Very confident	Confident but not absolutely certain	Confident but not absolutely certain	N/A	N/A	N/A
484-Paper1684	SUPER-IVIM-DC: Intra-voxel incoherent motion based Fetal lung maturity assessment from limited DWI data using supervised learning coupled with data-consistency	Very Good	Good	Satisfactory	5	6	4	Very confident	Confident but not absolutely certain	Somewhat Confident	7	Not Answered	Not Answered
485-Paper2448	Supervised Contrastive Learning to Classify Paranasal Anomalies in the Maxillary Sinus	Satisfactory	Good	Good	4	3	5	Confident but not absolutely certain	Very confident	Very confident	Not Answered	4	Not Answered
486-Paper1659	Supervised Deep Learning for Head Motion Correction in PET	Good	Very Good	Very Good	4	5	7	Very confident	Confident but not absolutely certain	Very confident	Not Answered	Not Answered	7
487-Paper1418	Suppressing Poisoning Attacks on Federated Learning for Medical Imaging	Very Good	Good	Very Good	5	4	6	Somewhat Confident	Confident but not absolutely certain	Confident but not absolutely certain	Not Answered	Not Answered	6
489-Paper2739	Surgical Scene Segmentation Using Semantic Image Synthesis with a Virtual Surgery Environment	Satisfactory	Very Good	Good	6	5	4	Confident but not absolutely certain	Very confident	Very confident	N/A	N/A	N/A
490-Paper0951	Surgical Skill Assessment via Video Semantic Aggregation	Satisfactory	Satisfactory	Excellent	3	5	7	Very confident	Very confident	Very confident	5	Not Answered	Not Answered
491-Paper0916	Surgical-VQA: Visual Question Answering in Surgical Scenes using Transformer	Very Good	Good	Excellent	4	3	6	Very confident	Confident but not absolutely certain	Confident but not absolutely certain	Not Answered	Not Answered	6
492-Paper1119	Survival Prediction of Brain Cancer with Incomplete Radiology, Pathology, Genomic, and Demographic Data	Very Good	Good	Good	6	5	5	Confident but not absolutely certain	Very confident	Confident but not absolutely certain	N/A	N/A	N/A
493-Paper0015	SVoRT: Iterative Transformer for Slice-to-Volume Registration in Fetal Brain MRI	Good	Excellent	Excellent	4	7	7	Very confident	Very confident	Confident but not absolutely certain	N/A	N/A	N/A
494-Paper1401	Swin Deformable Attention U-Net Transformer (SDAUT) for Explainable Fast MRI	Very Good	Satisfactory	Satisfactory	6	3	5	Very confident	Very confident	Very confident	5	4	5
495-Paper0819	Swin-VoxelMorph: A Symmetric Unsupervised Learning Model for Deformable Medical Image Registration Using Swin Transformer	Good	Excellent	Very Good	7	7	5	Very confident	Very confident	Somewhat Confident	Not Answered	7	Not Answered
496-Paper0194	Tagged-MRI Sequence to Audio Synthesis via Self Residual Attention Guided Heterogeneous Translator	Good	Very Good	Very Good	5	6	6	Somewhat Confident	Very confident	Very confident	N/A	N/A	N/A
497-Paper0832	Task-oriented Self-supervised Learning for Anomaly Detection in Electroencephalography	Satisfactory	Good	Good	5	4	5	Confident but not absolutely certain	Confident but not absolutely certain	Very confident	6	Not Answered	5
498-Paper0887	Task-relevant Feature Replenishment for Cross-centre Polyp Segmentation	Very Good	Very Good	Satisfactory	6	5	4	Very confident	Confident but not absolutely certain	Somewhat Confident	Not Answered	5	5
499-Paper1318	TBraTS: Trusted Brain Tumor Segmentation	Very Good	Good	Satisfactory	6	6	4	Confident but not absolutely certain	Very confident	Not Confident	Not Answered	6	5
500-Paper1738	Test Time Transform Prediction for Open Set Histopathological Image Recognition	Good	Good	Very Good	4	5	5	Confident but not absolutely certain	Very confident	Somewhat Confident	Not Answered	6	5
501-Paper0841	Test-time Adaptation with Calibration of Medical Image Classification Nets for Label Distribution Shift	Good	Good	Excellent	6	4	6	Confident but not absolutely certain	Confident but not absolutely certain	Confident but not absolutely certain	N/A	N/A	N/A
502-Paper2231	Test-Time Adaptation with Shape Moments for Image Segmentation	Very Good	Satisfactory	Satisfactory	5	6	5	Very confident	Confident but not absolutely certain	Somewhat Confident	N/A	N/A	N/A
503-Paper0733	Test-time image-to-image translation ensembling improves out-of-distribution generalization in histopathology	Good	Poor	Satisfactory	5	3	5	Very confident	Very confident	Very confident	Not Answered	Not Answered	Not Answered
504-Paper2524	TGANet: Text-guided attention for improved polyp segmentation	Very Good	Very Good	Very Good	5	6	5	Very confident	Very confident	Very confident	N/A	N/A	N/A
505-Paper2266	The (de)biasing effect of GAN-based augmentation methods on skin lesion images	Very Good	Very Good	Good	6	6	4	Very confident	Very confident	Confident but not absolutely certain	N/A	N/A	N/A
506-Paper2284	The Dice loss in the context of missing or empty labels: introducing Ph and 	Good	Satisfactory	Very Good	6	4	6	Confident but not absolutely certain	Confident but not absolutely certain	Confident but not absolutely certain	7	4	6
507-Paper1636	The Intrinsic Manifolds of Radiological Images and their Role in Deep Learning	Excellent	Good		6	5		Confident but not absolutely certain	Very confident		Not Answered	Not Answered	
508-Paper2523	The Semi-constrained Network-Based Statistic (scNBS): integrating local and global information for brain network inference	Very Good	Satisfactory	Very Good	6	4	6	Confident but not absolutely certain	Somewhat Confident	Confident but not absolutely certain	Not Answered	Not Answered	Not Answered
509-Paper0158	Thoracic Lymph Node Segmentation in CT imaging via Lymph Node Station Stratification and Size Encoding	Very Good	Very Good	Good	6	4	5	Confident but not absolutely certain	Somewhat Confident	Very confident	6	Not Answered	Not Answered
510-Paper1449	TINC: Temporally Informed Non-Contrastive Learning for Disease Progression Modeling in Retinal OCT Volumes	Satisfactory	Very Good	Good	6	6	5	Confident but not absolutely certain	Confident but not absolutely certain	Somewhat Confident	N/A	N/A	N/A
511-Paper2727	TMSS: An End-to-End Transformer-based Multimodal Network for Segmentation and Survival Prediction	Good	Excellent	Excellent	6	7	8	Confident but not absolutely certain	Confident but not absolutely certain	Very confident	5	Not Answered	Not Answered
512-Paper2295	Toward Clinically Assisted Colorectal Polyp Recognition via Structured Cross-modal Representation Consistency	Very Good	Very Good	Very Good	5	6	6	Confident but not absolutely certain	Very confident	Very confident	N/A	N/A	N/A
513-Paper2769	Towards Confident Detection of Prostate Cancer using High Resolution Micro-ultrasound	Excellent	Excellent	Excellent	5	5	7	Very confident	Somewhat Confident	Very confident	N/A	N/A	N/A
514-Paper1162	Towards Holistic Surgical Scene Understanding	Excellent	Very Good	Satisfactory	8	6	5	Very confident	Very confident	Confident but not absolutely certain	N/A	N/A	N/A
515-Paper1782	Towards performant and reliable undersampled MR reconstruction via diffusion model sampling	Excellent	Poor	Very Good	7	4	6	Very confident	Very confident	Confident but not absolutely certain	N/A	N/A	N/A
516-Paper0313	Towards Unsupervised Ultrasound Video Clinical Quality Assessment with Multi-Modality Data	Very Good	Good	Very Good	6	6	4	Somewhat Confident	Very confident	Very confident	6	Not Answered	Not Answered
517-Paper0500	Tracking by weakly-supervised learning and graph optimization for whole-embryo C. elegans lineages	Good	Good	Very Good	3	6	6	Very confident	Very confident	Confident but not absolutely certain	5	6	Not Answered
518-Paper2282	TractoFormer: A Novel Fiber-level Whole Brain Tractography Analysis Framework Using Spectral Embedding and Vision Transformers	Satisfactory	Very Good	Poor	6	5	4	Very confident	Very confident	Confident but not absolutely certain	Not Answered	Not Answered	Not Answered
519-Paper1253	TransEM: Residual Swin-Transformer based regularized PET image reconstruction	Very Good	Good	Satisfactory	4	6	5	Confident but not absolutely certain	Very confident	Confident but not absolutely certain	Not Answered	Not Answered	6
520-Paper1473	Transformer based feature fusion for left ventricle segmentation in 4D flow MRI	Very Good	Very Good	Satisfactory	7	7	5	Confident but not absolutely certain	Very confident	Very confident	N/A	N/A	N/A
521-Paper0965	Transformer based multiple instance learning for weakly supervised histopathology image segmentation	Very Good	Good	Good	5	5	6	Very confident	Confident but not absolutely certain	Confident but not absolutely certain	N/A	N/A	N/A
522-Paper1805	Transformer Based Multi-task Deep Learning with Intravoxel Incoherent Motion Model Fitting for Microvascular Invasion Prediction of Hepatocellular Carcinoma	Excellent	Good	Very Good	6	4	6	Confident but not absolutely certain	Confident but not absolutely certain	Very confident	Not Answered	4	Not Answered
523-Paper1238	Transformer Based Multi-View Network for Mammographic Image Classification	Good	Poor	Very Good	4	4	7	Confident but not absolutely certain	Very confident	Confident but not absolutely certain	5	Not Answered	Not Answered
524-Paper0423	Transformer Lesion Tracker	Good	Very Good		5	6		Confident but not absolutely certain	Confident but not absolutely certain		5	6	
525-Paper1461	Transforming the Interactive Segmentation for Medical Imaging	Good	Good	Excellent	5	6	7	Confident but not absolutely certain	Confident but not absolutely certain	Confident but not absolutely certain	N/A	N/A	N/A
526-Paper1860	TransFusion: Multi-view Divergent Fusion for Medical Image Segmentation with Transformers	Very Good	Good	Good	7	6	5	Somewhat Confident	Very confident	Very confident	N/A	N/A	N/A
527-Paper0417	TranSQ: Transformer-based Semantic Query for Medical Report Generation	Very Good	Very Good	Very Good	7	7	6	Confident but not absolutely certain	Confident but not absolutely certain	Confident but not absolutely certain	N/A	N/A	N/A
528-Paper0837	Trichomonas Vaginalis Segmentation in Microscope Images	Very Good	Very Good	Very Good	4	5	8	Very confident	Very confident	Very confident	N/A	N/A	N/A
529-Paper0983	UASSR:Unsupervised Arbitrary Scale Super-resolution Reconstruction of Single Anisotropic 3D images via Disentangled Representation Learning?	Good	Good	Very Good	4	6	6	Somewhat Confident	Confident but not absolutely certain	Confident but not absolutely certain	5	Not Answered	6
530-Paper0805	ULTRA: Uncertainty-aware Label Distribution Learning for Breast Tumor Cellularity Assessment	Excellent	Very Good	Very Good	7	4	3	Very confident	Very confident	Very confident	Not Answered	5	Not Answered
531-Paper2324	Uncertainty Aware Sampling Framework of Weak-Label Learning for Histology Image Classification	Very Good	Good	Good	5	5	6	Very confident	Very confident	Very confident	N/A	N/A	N/A
532-Paper1024	Uncertainty-aware Cascade Network for Ultrasound Image Segmentation with Ambiguous Boundary	Satisfactory	Good	Excellent	4	6	7	Confident but not absolutely certain	Very confident	Very confident	Not Answered	6	7
533-Paper0136	Uncertainty-Guided Lung Nodule Segmentation with Feature-Aware Attention	Very Good	Satisfactory	Excellent	5	3	6	Very confident	Very confident	Very confident	Not Answered	Not Answered	Not Answered
534-Paper0010	Undersampled MRI Reconstruction with Side Information-Guided Normalisation	Very Good	Very Good	Good	7	7	5	Very confident	Very confident	Very confident	N/A	N/A	N/A
535-Paper0077	UNeXt: MLP-based Rapid Medical Image Segmentation Network	Poor	Very Good	Very Good	4	7	4	Very confident	Confident but not absolutely certain	Confident but not absolutely certain	Not Answered	6	5
536-Paper1888	Uni4Eye: Unified 2D and 3D Self-supervised Pre-training via Masked Image Modeling Transformer for Ophthalmic Image Classification	Good	Good	Good	6	5	4	Very confident	Confident but not absolutely certain	Very confident	Not Answered	6	5
537-Paper2587	Unified Embeddings of Structural and Functional Connectome via a Function-Constrained Structural Graph Variational Auto-Encoder	Poor	Good	Very Good	3	5	5	Very confident	Very confident	Very confident	5	Not Answered	5
538-Paper1638	Unsupervised Contrastive Learning of Image Representations from Ultrasound Videos with Hard Negative Mining	Very Good	Excellent	Good	3	6	6	Very confident	Confident but not absolutely certain	Confident but not absolutely certain	Not Answered	7	Not Answered
539-Paper0316	Unsupervised Cross-Disease Domain Adaptation by Lesion Scale Matching	Satisfactory	Very Good	Very Good	5	6	4	Confident but not absolutely certain	Confident but not absolutely certain	Confident but not absolutely certain	6	Not Answered	Not Answered
540-Paper2464	Unsupervised Cross-Domain Feature Extraction for Single Blood Cell Image Classification	Good	Good	Very Good	4	6	5	Confident but not absolutely certain	Very confident	Very confident	Not Answered	Not Answered	Not Answered
541-Paper0421	Unsupervised Deep Non-Rigid Alignment by Low-Rank Loss and Multi-Input Attention	Poor	Good	Good	4	5	5	Very confident	Very confident	Confident but not absolutely certain	Not Answered	5	5
542-Paper0045	Unsupervised Deformable Image Registration with Absent Correspondences in Pre-operative and Post-Recurrence Brain Tumor MRI Scans	Very Good	Excellent	Good	2	7	5	Very confident	Very confident	Confident but not absolutely certain	2	Not Answered	Not Answered
543-Paper2562	Unsupervised Domain Adaptation with Contrastive Learning for OCT Segmentation	Very Good	Very Good	Very Good	4	5	5	Confident but not absolutely certain	Confident but not absolutely certain	Confident but not absolutely certain	Not Answered	6	Not Answered
544-Paper0139	Unsupervised Domain Adaptive Fundus Image Segmentation with Category-level Regularization	Very Good	Satisfactory	Good	6	4	5	Very confident	Very confident	Confident but not absolutely certain	Not Answered	Not Answered	Not Answered
