category		contribution	contribution	contribution	contribution	detailed	detailed	detailed	detailed	justifictation	justifictation	justifictation	justifictation	repro	repro	repro	repro	strenghts	strenghts	strenghts	strenghts	total	total	total	weakness	weakness	weakness	weakness
357-Paper1103	Non-iterative Coarse-to-fine Registration based on Single-pass Deep Cumulative Learning	185.0	76	35	74	231.0	134	42	55	91.0	33	46	12	31.0	15	6	10	93.0	19	28	46	293.0	385.0	238.0	285.0	16	228	41
358-Paper0915	Nonlinear Conditional Time-varying Granger Causality of Task fMRI via Deep Stacking Networks and Adaptive Convolutional Kernels	200.0	55	66	79	633.0	545	84	4	146.0	63	42	41	74.0	15	46	13	114.0	20	70	24	785.0	470.0	300.0	388.0	87	162	139
359-Paper0984	Nonlinear Regression of Remaining Surgical Duration via Bayesian LSTM-based Deep Negative Correlation Learning	135.0	49	65	21	853.0	92	696	65	171.0	49	84	38	204.0	29	163	12	270.0	118	119	33	422.0	1240.0	216.0	245.0	85	113	47
360-Paper0560	NVUM: Non-Volatile Unbiased Memory for Robust Medical Image Classification	151.0	42	51	58	250.0	131	48	71	74.0	23	14	37	68.0	19	10	39	200.0	23	46	131	348.0	261.0	524.0	390.0	110	92	188
361-Paper2729	On Surgical Planning of Percutaneous Nephrolithotomy with Patient-Specific CTRs	167.0	64	70	33	472.0	31	391	50	87.0	31	50	6	110.0	47	52	11	108.0	80	20	8	331.0	633.0	140.0	160.0	78	50	32
362-Paper0175	On the Dataset Quality Control for Image Registration Evaluation	226.0	66	37	123	550.0	404	6	140	70.0	21	33	16	101.0	68	4	29	226.0	95	27	104	827.0	242.0	509.0	405.0	173	135	97
363-Paper1718	On the Uncertain Single-View Depths in Colonoscopies	133.0	54	43	36	542.0	201	88	253	145.0	83	29	33	122.0	99	7	16	141.0	86	39	16	762.0	221.0	401.0	301.0	239	15	47
364-Paper0816	One-Shot Segmentation of Novel White Matter Tracts via Extensive Data Augmentation	193.0	83	93	17	459.0	227	136	96	146.0	36	68	42	110.0	56	53	1	146.0	25	79	42	490.0	455.0	235.0	126.0	63	26	37
365-Paper0658	Online Easy Example Mining for Weakly-supervised Gland Segmentation from Histology Images	179.0	65	29	85	278.0	104	47	127	134.0	57	9	68	26.0	3	11	12	162.0	28	41	93	553.0	189.0	477.0	440.0	296	52	92
366-Paper1267	Online Reflective Learning for Robust Medical Image Segmentation	161.0	69	33	59	207.0	10	145	52	118.0	46	28	44	37.0	16	15	6	160.0	41	59	60	543.0	340.0	464.0	664.0	361	60	243
367-Paper1419	OnlyCaps-Net, a capsule only based neural network for 2D and 3D semantic segmentation	213.0	93	41	79	210.0	16	54	140	99.0	32	21	46	29.0	4	17	8	89.0	33	22	34	238.0	195.0	364.0	157.0	60	40	57
368-Paper0347	Only-Train-Once MR Fingerprinting for Magnetization Transfer Contrast Quantification	128.0	52	20	56	114.0	11	58	45	144.0	69	42	33	33.0	14	6	13	206.0	136	39	31	293.0	303.0	188.0	159.0	11	138	10
369-Paper1164	Opinions Vary? Diagnosis First!	134.0	50	44	40	148.0	73	3	72	51.0	21	7	23	32.0	14	9	9	75.0	32	10	33	245.0	203.0	306.0	314.0	55	130	129
370-Paper2723	Opportunistic Incidence Prediction of Multiple Chronic Diseases from Abdominal CT Imaging Using Multi-Task Learning	209.0	125	65	19	132.0	15	65	52	123.0	21	45	57	89.0	19	24	46	240.0	89	62	89	391.0	332.0	301.0	231.0	122	71	38
371-Paper0303	Optimal MRI Undersampling Patterns for Pathology Localization	120.0	19	60	41	184.0	43	91	50	135.0	76	15	44	37.0	4	16	17	133.0	13	51	69	180.0	254.0	257.0	82.0	25	21	36
372-Paper0371	Optimal Transport based Ordinal Pattern Tree Kernel for Brain Disease Diagnosis	161.0	34	68	59	123.0	12	47	64	49.0	18	10	21	35.0	15	16	4	129.0	59	20	50	150.0	286.0	278.0	217.0	12	125	80
373-Paper0654	ORF-Net: Deep Omni-supervised Rib Fracture Detection from Chest CT Scans	257.0	59	123	75	82.0	31	2	49	103.0	23	38	42	28.0	9	4	15	202.0	103	46	53	402.0	279.0	322.0	331.0	177	66	88
374-Paper1581	Orientation-guided Graph Convolutional Network for Bone Surface Segmentation	145.0	71	18	56	456.0	50	249	157	96.0	28	13	55	107.0	39	19	49	141.0	38	34	69	301.0	367.0	435.0	158.0	75	34	49
375-Paper2185	Orientation-Shared Convolution Representation for CT Metal Artifact Learning	130.0	17	16	97	559.0	23	178	358	78.0	2	7	69	59.0	19	1	39	104.0	69	24	11	149.0	250.0	700.0	169.0	19	24	126
376-Paper1923	Out-of-Distribution Detection for Long-tailed and Fine-grained Skin Lesion Images	250.0	74	105	71	513.0	280	26	207	126.0	31	60	35	442.0	21	382	39	232.0	29	151	52	591.0	752.0	453.0	233.0	156	28	49
377-Paper0142	Overlooked Trustworthiness of Saliency Maps	205.0	66	96	43	324.0	206	75	43	95.0	30	64	1	27.0	1	16	10	117.0	39	45	33	355.0	381.0	364.0	332.0	13	85	234
378-Paper0938	Parameter-free latent space transformer for zero-shot bidirectional cross-modality liver segmentation	152.0	39	58	55	203.0	30	19	154	234.0	14	58	162	87.0	19	10	58	157.0	20	58	79	164.0	222.0	744.0	297.0	42	19	236
379-Paper1793	Patcher: Patch Transformers with Mixture of Experts for Precise Medical Image Segmentation	120.0	50	27	43	260.0	34	14	212	74.0	5	13	56	59.0	13	8	38	104.0	44	29	31	256.0	102.0	415.0	156.0	110	11	35
380-Paper1843	Patch-wise Deep Metric Learning for Unsupervised Low-Dose CT Denoising	124.0	38	54	32	327.0	171	127	29	100.0	17	41	42	77.0	1	66	10	153.0	47	57	49	296.0	552.0	270.0	337.0	22	207	108
381-Paper1020	PD-DWI: Predicting response to neoadjuvant chemotherapy in invasive breast cancer with Physiologically-Decomposed Diffusion-Weighted MRI machine-learning model	169.0	80	42	47	187.0	31	73	83	78.0	19	21	38	48.0	18	2	28	239.0	39	52	148	356.0	232.0	511.0	378.0	169	42	167
382-Paper1435	Personalized Diagnostic Tool for Thyroid Cancer Classification using Multi-view Ultrasound	116.0	15	54	47	202.0	112	74	16	95.0	40	15	40	83.0	29	46	8	135.0	19	103	13	258.0	355.0	170.0	152.0	43	63	46
383-Paper2497	Personalized dMRI Harmonization on Cortical Surface	114.0	93	14	7	171.0	63	98	10	58.0	38	15	5	28.0	8	4	16	92.0	54	25	13	321.0	181.0	60.0	99.0	65	25	9
384-Paper0842	PET denoising and uncertainty estimation based on NVAE model using quantile regression loss	185.0	22	134	29	394.0	52	286	56	80.0	17	55	8	53.0	37	15	1	102.0	38	39	25	236.0	632.0	152.0	206.0	70	103	33
385-Paper0844	PHTrans: Parallelly Aggregating Global and Local Representations for Medical Image Segmentation	127.0	15	45	67	448.0	201	175	72	120.0	5	77	38	76.0	6	62	8	72.0	11	15	46	247.0	393.0	293.0	90.0	9	19	62
386-Paper0288	Physically Inspired Constraint for Unsupervised Regularized Ultrasound Elastography	144.0	51	56	37	337.0	133	25	179	85.0	43	3	39	24.0	8	1	15	73.0	29	23	21	319.0	181.0	314.0	151.0	55	73	23
387-Paper0495	Physiological Model based Deep Learning Framework for Cardiac TMP Recovery	148.0	41	37	70	153.0	91	60	2	65.0	12	18	35	97.0	44	47	6	158.0	43	37	78	377.0	264.0	298.0	318.0	146	65	107
388-Paper2184	Physiology-based simulation of the retinal vasculature enables annotation-free segmentation of OCT angiographs	214.0	34	89	91	785.0	441	53	291	88.0	27	43	18	172.0	131	6	35	163.0	60	29	74	704.0	271.0	557.0	110.0	11	51	48
389-Paper0677	Point Beyond Class: A Benchmark for Weakly Semi-Supervised Abnormality Localization in Chest X-Rays	186.0	59	31	96	194.0	21	42	131	130.0	43	34	53	136.0	57	20	59	242.0	86	55	101	440.0	231.0	564.0	347.0	174	49	124
390-Paper0008	Poisson2Sparse: Self-Supervised Poisson Denoising From a Single Image	198.0	100	37	61	230.0	58	72	100	50.0	15	27	8	24.0	1	21	2	168.0	19	81	68	218.0	412.0	359.0	319.0	25	174	120
391-Paper2552	Pose-based Tremor Classification for Parkinson's Disease Diagnosis from Video	223.0	72	70	81	165.0	24	37	104	64.0	13	34	17	81.0	33	32	16	155.0	23	49	83	223.0	424.0	376.0	335.0	58	202	75
392-Paper0672	Position-prior Clustering-based Self-attention Module for Knee Cartilage Segmentation	148.0	70	44	34	190.0	155	1	34	78.0	39	6	33	28.0	8	10	10	141.0	77	27	37	560.0	89.0	177.0	241.0	211	1	29
393-Paper0764	Predicting molecular traits from tissue morphology through self-interactive multi-instance learning	178.0	65	53	60	400.0	57	148	195	49.0	7	10	32	34.0	21	1	12	88.0	24	24	40	280.0	266.0	354.0	151.0	106	30	15
394-Paper1668	Predicting Spatio-Temporal Human Brain Response Using fMRI	169.0	18	85	66	128.0	11	8	109	82.0	21	26	35	23.0	16	1	6	183.0	79	64	40	357.0	200.0	379.0	351.0	212	16	123
395-Paper1700	Privacy Preserving Image Registration	79.0	45	14	20	269.0	248	11	10	31.0	4	8	19	46.0	17	5	24	75.0	35	8	32	426.0	131.0	128.0	185.0	77	85	23
396-Paper0683	ProCo: Prototype-aware Contrastive Learning for Long-tailed Medical Image Classification	190.0	63	41	86	90.0	4	25	61	87.0	24	19	44	80.0	22	15	43	176.0	51	22	103	292.0	263.0	422.0	354.0	128	141	85
397-Paper1110	Prognostic Imaging Biomarker Discovery in Survival Analysis for Idiopathic Pulmonary Fibrosis	145.0	25	53	67	455.0	18	29	408	80.0	21	27	32	35.0	2	19	14	100.0	15	38	47	82.0	184.0	682.0	133.0	1	18	114
398-Paper0362	Progression models for imaging data with Longitudinal Variational Auto Encoders	172.0	50	91	31	300.0	201	62	37	92.0	23	55	14	136.0	24	88	24	222.0	90	90	42	511.0	420.0	380.0	389.0	123	34	232
399-Paper1523	Progressive Deep Segmentation of Coronary Artery via Hierarchical Topology Learning	114.0	35	25	54	304.0	14	124	166	133.0	41	75	17	60.0	10	23	27	155.0	37	36	82	145.0	433.0	377.0	189.0	8	150	31
400-Paper0603	Progressive Subsampling for Oversampled Data - Application to Quantitative MRI	264.0	109	140	15	626.0	451	132	43	109.0	3	73	33	132.0	94	32	6	219.0	120	68	31	1226.0	638.0	180.0	694.0	449	193	52
401-Paper2710	Prostate Cancer Histology Synthesis using StyleGAN Latent Space Annotation	175.0	52	22	101	417.0	29	41	347	57.0	15	21	21	65.0	23	29	13	124.0	37	30	57	290.0	184.0	581.0	217.0	134	41	42
402-Paper1589	PRO-TIP: Phantom for RObust automatic ultrasound calibration by TIP detection	114.0	34	39	41	315.0	83	4	228	64.0	11	10	43	64.0	1	24	39	146.0	30	49	67	196.0	150.0	542.0	185.0	37	24	124
403-Paper1074	Prototype Learning of Inter-network Connectivity for ASD Diagnosis and Personalized Analysis	173.0	24	60	89	581.0	29	68	484	171.0	67	45	59	92.0	9	42	41	169.0	35	42	92	211.0	525.0	910.0	460.0	47	268	145
404-Paper0648	Pseudo Bias-Balanced Learning for Debiased Chest X-ray Classification	152.0	32	68	52	301.0	42	222	37	42.0	6	15	21	35.0	3	7	25	176.0	4	4	168	108.0	325.0	356.0	83.0	21	9	53
405-Paper1613	Radiological Reports Improve Pre-Training for Localized Imaging Tasks on Chest X-Rays	157.0	58	36	63	248.0	73	74	101	94.0	6	47	41	60.0	21	23	16	160.0	66	46	48	242.0	346.0	318.0	187.0	18	120	49
406-Paper1231	RandStainNA: Learning Stain-Agnostic Features from Histology Slides by Bridging Stain Augmentation and Normalization	176.0	72	43	61	189.0	82	101	6	79.0	17	27	35	52.0	45	6	1	156.0	82	7	67	532.0	205.0	343.0	428.0	234	21	173
407-Paper0281	Real-Time 3D Reconstruction of Human Vocal Folds via High-Speed Laser-Endoscopy	225.0	27	76	122	333.0	60	115	158	127.0	7	70	50	111.0	7	52	52	170.0	13	98	59	235.0	499.0	467.0	235.0	121	88	26
408-Paper2438	Recurrent Implicit Neural Graph for Deformable Tracking in Endoscopic Videos	132.0	53	38	41	517.0	24	460	33	72.0	12	42	18	82.0	11	60	11	88.0	12	67	9	162.0	831.0	140.0	242.0	50	164	28
409-Paper0524	Reducing Positional Variance in Cross-sectional Abdominal CT Slices with Deep Conditional Generative Models	183.0	57	59	67	97.0	63	22	12	59.0	28	9	22	41.0	33	4	4	105.0	57	33	15	444.0	198.0	232.0	389.0	206	71	112
410-Paper1513	RefineNet: An Automated Framework to Generate Task and Subject-Specific Brain Parcellations for Resting-State fMRI Analysis	69.0	41	17	11	316.0	69	51	196	53.0	27	9	17	21.0	18	2	1	87.0	25	31	31	226.0	111.0	367.0	158.0	46	1	111
411-Paper2050	Region Proposal Rectification Towards Robust Instance Segmentation of Biological Images	125.0	54	33	38	220.0	4	60	156	49.0	8	26	15	51.0	13	25	13	113.0	27	40	46	150.0	244.0	327.0	163.0	44	60	59
412-Paper2308	Region-guided CycleGANs for Stain Transfer in Whole Slide Images	185.0	24	92	69	105.0	64	24	17	148.0	33	95	20	66.0	12	7	47	310.0	17	228	65	241.0	519.0	517.0	463.0	91	73	299
413-Paper1821	Regression Metric Loss: Learning a Semantic Representation Space for Medical Images	142.0	48	58	36	518.0	194	301	23	54.0	13	14	27	49.0	30	8	11	117.0	69	20	28	368.0	476.0	149.0	113.0	14	75	24
414-Paper1003	Reinforcement Learning Driven Intra-modal and Inter-modal Representation Learning for 3D Medical Image Classification	98.0	29	27	42	210.0	27	86	97	46.0	10	9	27	65.0	36	9	20	133.0	29	60	44	170.0	422.0	301.0	341.0	39	231	71
415-Paper1608	Reinforcement learning for active modality selection during diagnosis	142.0	17	74	51	256.0	13	183	60	79.0	28	22	29	45.0	8	32	5	185.0	13	99	73	133.0	541.0	270.0	237.0	54	131	52
416-Paper2249	Reliability of quantification estimates in MR Spectroscopy: CNNs vs. traditional model fitting	141.0	24	23	94	350.0	87	68	195	86.0	28	13	45	81.0	26	2	53	160.0	22	93	45	284.0	277.0	520.0	263.0	97	78	88
417-Paper0724	Reliability-aware Contrastive Self-ensembling for Semi-supervised Medical Image Classification	210.0	41	84	85	204.0	16	82	106	72.0	10	38	24	56.0	7	26	23	127.0	40	40	47	126.0	284.0	320.0	61.0	12	14	35
418-Paper0235	ReMix: A General and Efficient Framework for Multiple Instance Learning based Whole Slide Image Classification	202.0	91	35	76	477.0	104	195	178	126.0	55	48	23	31.0	12	9	10	199.0	96	34	69	496.0	363.0	387.0	211.0	138	42	31
419-Paper1023	RemixFormer: A Transformer Model for Precision Skin Tumor Differential Diagnosis via Multi-modal Imaging and Non-imaging Data	90.0	28	29	33	271.0	136	103	32	201.0	136	32	33	211.0	136	34	41	56.0	2	23	31	574.0	324.0	203.0	272.0	136	103	33
420-Paper0090	Removal of Confounders via Invariant Risk Minimization for Medical Diagnosis	237.0	104	51	82	319.0	85	136	98	128.0	57	11	60	89.0	54	11	24	174.0	51	54	69	390.0	292.0	450.0	185.0	39	29	117
421-Paper2844	RepsNet: Combining Vision with Language for Automated Medical Reports	108.0	24	43	41	121.0	42	39	40	30.0	5	13	12	43.0	4	10	29	92.0	45	21	26	148.0	144.0	241.0	139.0	28	18	93
422-Paper1632	Residual Wavelon Convolutional Networks for Characterization of Disease Response on MRI	106.0	50	21	35	326.0	64	253	9	156.0	71	5	80	46.0	37	3	6	86.0	49	7	30	380.0	337.0	175.0	172.0	109	48	15
423-Paper2639	Rethinking Breast Lesion Segmentation in Ultrasound: A New Video Dataset and A Baseline Network	155.0	63	54	38	263.0	47	75	141	78.0	24	26	28	50.0	9	10	31	260.0	136	114	10	326.0	329.0	274.0	123.0	47	50	26
424-Paper0739	Rethinking Surgical Captioning: End-to-End Window-Based MLP Transformer Using Patches	151.0	37	45	69	418.0	19	195	204	77.0	13	63	1	45.0	21	9	15	213.0	48	39	126	281.0	633.0	523.0	533.0	143	282	108
425-Paper0641	Rethinking Surgical Instrument Segmentation: A Background Image Can Be All You Need	256.0	29	78	149	381.0	9	25	347	108.0	6	31	71	54.0	2	12	40	100.0	7	39	54	91.0	268.0	769.0	229.0	38	83	108
426-Paper2077	Retrieval of surgical phase transitions using reinforcement learning	205.0	36	78	91	1963.0	3	1261	699	134.0	8	38	88	275.0	7	7	261	94.0	13	37	44	171.0	1466.0	1296.0	262.0	104	45	113
427-Paper1808	Revealing Continuous Brain Dynamical Organization with Multimodal Graph Transformer	97.0	19	29	49	69.0	10	37	22	59.0	22	26	11	41.0	13	4	24	113.0	54	17	42	232.0	131.0	368.0	352.0	114	18	220
428-Paper0359	Rib Suppression in Digital Chest Tomosynthesis	177.0	27	59	91	314.0	3	120	191	110.0	46	8	56	27.0	1	13	13	179.0	66	53	60	313.0	276.0	531.0	313.0	170	23	120
429-Paper2294	Robust Segmentation of Brain MRI in the Wild with Hierarchical CNNs and no Retraining	152.0	45	73	34	117.0	55	61	1	115.0	50	36	29	100.0	30	41	29	193.0	104	72	17	319.0	344.0	254.0	240.0	35	61	144
430-Paper0042	RPLHR-CT Dataset and Transformer Baseline for Volumetric Super-Resolution from CT Scans	234.0	42	66	126	309.0	284	24	1	188.0	66	112	10	21.0	7	12	2	163.0	16	41	106	442.0	392.0	326.0	245.0	27	137	81
431-Paper2738	RT-DNAS: Real-time Constrained Differentiable Neural Architecture Search for 3D Cardiac Cine MRI Segmentation	164.0	56	55	53	203.0	56	74	73	89.0	38	33	18	67.0	11	43	13	131.0	65	45	21	573.0	264.0	184.0	367.0	347	14	6
432-Paper2234	RTN: Reinforced Transformer Network for Coronary CT Angiography Vessel-level Image Quality Assessment	198.0	72	37	89	577.0	305	265	7	126.0	57	54	15	44.0	10	33	1	228.0	43	48	137	538.0	482.0	334.0	181.0	51	45	85
433-Paper0279	S3R: Self-supervised Spectral Regression for Hyperspectral Histopathology Image Classification	192.0	50	38	104	216.0	48	89	79	68.0	7	35	26	55.0	17	12	26	181.0	51	77	53	316.0	295.0	574.0	473.0	143	44	286
434-Paper0610	S5CL: Unifying Fully-Supervised, Self-Supervised, and Semi-Supervised Learning Through Hierarchical Contrastive Learning	215.0	55	77	83	273.0	17	170	86	103.0	44	19	40	34.0	10	16	8	228.0	71	114	43	450.0	465.0	294.0	356.0	253	69	34
435-Paper0710	Sample hardness based gradient loss for long-tailed cervical cell detection	190.0	75	63	52	101.0	2	48	51	112.0	46	47	19	141.0	36	31	74	197.0	77	44	76	319.0	295.0	344.0	217.0	83	62	72
436-Paper0559	SAPJNet: Sequence-Adaptive Prototype-Joint Network for Small Sample Multi-Sequence MRI Diagnosis	268.0	140	89	39	679.0	284	388	7	219.0	140	37	42	310.0	284	12	14	404.0	284	39	81	1416.0	602.0	363.0	501.0	284	37	180
437-Paper0153	SATr: Slice Attention with Transformer for Universal Lesion Detection	110.0	21	45	44	105.0	6	78	21	86.0	23	60	3	26.0	7	16	3	190.0	59	73	58	169.0	343.0	179.0	174.0	53	71	50
438-Paper2686	Scale-Equivariant Unrolled Neural Networks for Data-Efficient Accelerated MRI Reconstruction	100.0	34	24	42	310.0	158	13	139	76.0	27	23	26	48.0	25	14	9	94.0	26	44	24	342.0	166.0	319.0	199.0	72	48	79
439-Paper1966	Screening of Dementia on OCTA Images via Multi-projection Consistency and Complementarity	123.0	51	34	38	90.0	45	15	30	92.0	54	28	10	35.0	18	7	10	164.0	51	82	31	318.0	250.0	240.0	304.0	99	84	121
440-Paper1416	Scribble2D5: Weakly-Supervised Volumetric Image Segmentation via Scribble Annotations	182.0	74	56	52	379.0	112	23	244	73.0	28	8	37	58.0	27	23	8	228.0	93	89	46	600.0	245.0	420.0	345.0	266	46	33
441-Paper0453	Scribble-Supervised Medical Image Segmentation via Dual-Branch Network and Dynamically Mixed Pseudo Labels Supervision		55	38			98	48			40	65			22	18			94	52		450.0	344.0			141	123	
442-Paper1998	SD-LayerNet: Semi-supervised retinal layer segmentation in OCT using disentangled representation with anatomical priors	163.0	32	61	70	216.0	110	5	101	77.0	57	5	15	21.0	12	8	1	181.0	62	67	52	327.0	217.0	274.0	160.0	54	71	35
443-Paper1826	SeATrans: Learning Segmentation-Assisted diagnosis model via Transformer	161.0	43	34	84	139.0	2	57	80	64.0	2	4	58	78.0	41	10	27	181.0	34	46	101	178.0	175.0	400.0	130.0	56	24	50
444-Paper2257	Segmentation of Whole-brain Tractography: A Deep Learning Algorithm Based on 3D Raw Curve Points	146.0	41	47	58	79.0	10	68	1	116.0	49	37	30	35.0	14	13	8	158.0	53	60	45	328.0	350.0	275.0	419.0	161	125	133
445-Paper1676	Self-Ensembling Vision Transformer (SEViT) for Robust Medical Image Classification	117.0	37	21	59	196.0	26	120	50	27.0	7	11	9	19.0	3	5	11	73.0	40	25	8	206.0	200.0	285.0	259.0	93	18	148
446-Paper1504	Self-learning and One-shot Learning based Single-slice Annotation for 3D Medical Image Segmentation	200.0	22	141	37	516.0	133	360	23	75.0	12	51	12	44.0	2	38	4	130.0	56	51	23	255.0	857.0	138.0	285.0	30	216	39
447-Paper1341	SelfMix: A Self-adaptive Data Augmentation Method for Lesion Segmentation	106.0	38	36	32	228.0	30	193	5	35.0	11	23	1	22.0	12	5	5	100.0	46	24	30	207.0	417.0	325.0	458.0	70	136	252
448-Paper2822	Self-Rating Curriculum Learning for Localization and Segmentation of Tuberculosis on Chest Radiograph	207.0	52	24	131	459.0	121	181	157	101.0	27	40	34	66.0	15	4	47	73.0	33	20	20	287.0	316.0	490.0	187.0	39	47	101
449-Paper0442	Self-supervised 3D anatomy segmentation using self-distilled masked image transformer (SMIT)	218.0	126	43	49	300.0	239	5	56	102.0	61	29	12	36.0	12	10	14	107.0	60	19	28	520.0	135.0	272.0	164.0	22	29	113
450-Paper1766	Self-supervised 3D Patient Modeling with Multi-modal Attentive Fusion	302.0	100	61	141	739.0	126	191	422	111.0	20	44	47	142.0	26	55	61	257.0	37	44	176	355.0	404.0	986.0	194.0	46	9	139
451-Paper0450	Self-Supervised Depth Estimation in Laparoscopic Image using 3D Geometric Consistency	152.0	61	59	32	322.0	28	288	6	119.0	24	52	43	25.0	1	14	10	236.0	145	37	54	515.0	503.0	499.0	663.0	256	53	354
452-Paper2634	Self-Supervised Learning of Morphological Representation for 3D EM Segments with Cluster-Instance Correlations	131.0	45	43	43	282.0	93	65	124	92.0	8	64	20	29.0	6	8	15	120.0	68	16	36	266.0	384.0	258.0	254.0	46	188	20
453-Paper2043	Self-Supervised Pre-Training for Nuclei Segmentation	184.0	55	44	85	155.0	10	55	90	121.0	13	5	103	86.0	22	32	32	123.0	14	47	62	374.0	297.0	675.0	677.0	260	114	303
454-Paper0106	Semi-supervised histological image segmentation via hierarchical consistency enforcement	202.0	58	106	38	244.0	169	69	6	149.0	43	83	23	41.0	16	9	16	278.0	83	110	85	568.0	479.0	358.0	491.0	199	102	190
455-Paper0597	Semi-supervised Learning for Nerve Segmentation in Corneal Confocal Microscope Photography	186.0	55	58	73	281.0	55	79	147	73.0	47	17	9	44.0	30	1	13	144.0	43	69	32	265.0	267.0	311.0	115.0	35	43	37
456-Paper1900	Semi-supervised learning with data harmonisation for biomarker discovery from resting state fMRI	174.0	42	12	120	858.0	205	107	546	129.0	31	36	62	34.0	1	3	30	158.0	25	5	128	340.0	172.0	1149.0	308.0	36	9	263
457-Paper0358	Semi-Supervised Medical Image Classification with Temporal Knowledge-Aware Regularization	189.0	37	81	71	124.0	57	63	4	60.0	14	16	30	26.0	11	11	4	177.0	38	55	84	235.0	335.0	332.0	326.0	78	109	139
458-Paper0427	Semi-Supervised Medical Image Segmentation Using Cross-Model Pseudo-Supervision with Shape Awareness and Local Context Constraints	200.0	62	66	72	292.0	111	145	36	61.0	11	25	25	49.0	12	15	22	54.0	12	17	25	259.0	295.0	267.0	165.0	51	27	87
459-Paper1441	Semi-Supervised PR Virtual Staining for Breast Histopathological Images	85.0	27	44	14	272.0	12	207	53	113.0	24	49	40	29.0	12	16	1	50.0	9	8	33	95.0	347.0	182.0	75.0	11	23	41
460-Paper0482	Semi-Supervised Spatial Temporal Attention Network for Video Polyp Segmentation	101.0	47	25	29	167.0	26	109	32	79.0	31	33	15	86.0	56	19	11	147.0	100	17	30	391.0	231.0	165.0	207.0	131	28	48
461-Paper0543	Sensor Geometry Generalization to Untrained Conditions in Quantitative Ultrasound Imaging	147.0	106	22	19	564.0	447	40	77	88.0	57	9	22	121.0	96	24	1	183.0	127	38	18	918.0	142.0	199.0	156.0	85	9	62
462-Paper0415	SETMIL: Spatial Encoding Transformer-based Multiple Instance Learning for Pathological Image Analysis	150.0	65	45	40	189.0	2	106	81	59.0	13	32	14	33.0	9	6	18	219.0	68	34	117	263.0	418.0	402.0	433.0	106	195	132
463-Paper2204	SGT: Scene Graph-Guided Transformer for Surgical Report Generation	201.0	47	89	65	177.0	127	16	34	89.0	6	57	26	59.0	10	46	3	132.0	19	36	77	232.0	323.0	369.0	266.0	23	79	164
464-Paper0193	Shape-Aware Weakly/Semi-Supervised Optic Disc and Cup Segmentation with Regional/Marginal Consistency	148.0	49	26	73	142.0	64	3	75	191.0	29	19	143	37.0	20	3	14	82.0	22	31	29	218.0	208.0	343.0	169.0	34	126	9
465-Paper1627	Shape-based features of white matter fiber-tracts associated with outcome in Major Depression Disorder	110.0	61	23	26	470.0	379	26	65	73.0	47	17	9	77.0	7	19	51	115.0	60	8	47	883.0	141.0	220.0	399.0	329	48	22
466-Paper0537	ShapePU: A New PU Learning Framework Regularized by Global Consistency for Scribble Supervised Cardiac Segmentation	181.0	53	46	82	462.0	226	45	191	90.0	24	29	37	81.0	22	15	44	207.0	84	44	79	452.0	192.0	622.0	245.0	43	13	189
467-Paper2725	Show, Attend and Detect: Towards Fine-grained Assessment of Abdominal Aortic Calcification on Vertebral Fracture Assessment Scans	225.0	81	58	86	729.0	45	292	392	162.0	62	38	62	59.0	1	12	46	226.0	164	38	24	407.0	625.0	639.0	270.0	54	187	29
468-Paper0060	Siamese Encoder-based Spatial-Temporal Mixer for Growth Trend Prediction of Lung Nodules on CT Scans	190.0	88	41	61	222.0	96	55	71	148.0	66	61	21	71.0	1	38	32	225.0	99	88	38	460.0	352.0	381.0	337.0	110	69	158
469-Paper1539	Simultaneous Bone and Shadow Segmentation Network using Task Correspondence Consistency	99.0	34	32	33	211.0	25	175	11	61.0	36	18	7	17.0	2	11	4	91.0	31	10	50	170.0	258.0	144.0	93.0	42	12	39
470-Paper0924	Skin Lesion Recognition with Class-Hierarchy Regularized Hyperbolic Embeddings	167.0	53	51	63	318.0	189	14	115	77.0	15	21	41	128.0	76	1	51	150.0	90	16	44	522.0	248.0	371.0	301.0	99	145	57
471-Paper1806	SLAM-TKA: Real-time Intra-operative Measurement of Tibial Resection Plane in Conventional Total Knee Arthroplasty	138.0	50	50	38	639.0	555	66	18	75.0	21	13	41	62.0	18	7	37	96.0	22	28	46	707.0	173.0	183.0	53.0	41	9	3
472-Paper2190	SMESwin Unet: Merging CNN and Transformer for Medical Image Segmentation	202.0	66	70	66	429.0	176	68	185	94.0	29	24	41	32.0	4	3	25	218.0	132	54	32	476.0	292.0	420.0	213.0	69	73	71
473-Paper2715	Sparse Interpretation of Graph Convolutional Networks for Multi-Modal Diagnosis of Alzheimer's Disease	118.0	64	29	25	291.0	137	94	60	115.0	68	30	17	44.0	22	8	14	129.0	51	45	33	443.0	225.0	157.0	128.0	101	19	8
474-Paper1168	Spatial-hierarchical Graph Neural Network with Dynamic Structure Learning for Histological Image Classification	149.0	57	53	39	314.0	29	26	259	111.0	61	32	18	67.0	23	15	29	172.0	102	39	31	320.0	252.0	391.0	150.0	48	87	15
475-Paper0557	Spatiotemporal Attention for Early Prediction of Hepatocellular Carcinoma based on Longitudinal Ultrasound Images	163.0	38	43	82	413.0	190	62	161	122.0	36	42	44	38.0	24	4	10	132.0	74	32	26	467.0	244.0	345.0	188.0	105	61	22
